,awayline,awayodds,awayteam,crowd,date,day,gameID,homeline,homeodds,hometeam,round,time,venue,year
57,9.5,2.4,West Coast,98633,3/10/15,Saturday,6171,-9.5,1.63,Hawthorn,Grand,2:30PM,MCG,2015
58,19.5,3.45,Richmond,60654,24/3/11,Thursday,5147,-19.5,1.36,Carlton,1,7:10PM,MCG,2011
59,-6.5,1.72,St Kilda,42869,25/3/11,Friday,5148,6.5,2.24,Geelong,1,7:40PM,MCG,2011
60,46.5,11,Port Adelaide,35773,26/3/11,Saturday,5149,-46.5,1.07,Collingwood,1,2:10PM,Etihad Stadium,2011
61,0,1.9,Fremantle,23373,26/3/11,Saturday,5150,0,2,Brisbane,1,7:10PM,Gabba,2011
62,0,1.94,Hawthorn,42536,26/3/11,Saturday,5151,0,1.96,Adelaide,1,7:10PM,AAMI Stadium,2011
63,-9.5,1.64,Western Bulldogs,42617,27/3/11,Sunday,5152,9.5,2.4,Essendon,1,1:10PM,Etihad Stadium,2011
64,3.5,2.1,Sydney,33951,27/3/11,Sunday,5153,-3.5,1.82,Melbourne,1,2:10PM,MCG,2011
65,7.5,2.38,North Melbourne,35855,27/3/11,Sunday,5154,-7.5,1.65,West Coast,1,4:10PM,Domain Stadium,2011
66,25.5,4,Richmond,41465,1/4/11,Friday,5155,-25.5,1.25,St Kilda,2,7:40PM,MCG,2011
67,-38.5,1.11,Collingwood,40578,2/4/11,Saturday,5156,38.5,6.7,North Melbourne,2,2:10PM,Etihad Stadium,2011
68,15.5,2.85,West Coast,23214,2/4/11,Saturday,5157,-15.5,1.45,Port Adelaide,2,2:40PM,AAMI Stadium,2011
69,-27.5,1.27,Carlton,27914,2/4/11,Saturday,5158,27.5,3.95,Gold Coast,2,6:40PM,Gabba,2011
70,6.5,2.21,Geelong,37004,2/4/11,Saturday,5159,-6.5,1.7,Fremantle,2,5:40PM,Domain Stadium,2011
71,38.5,6.35,Brisbane,22331,3/4/11,Sunday,5160,-38.5,1.12,Western Bulldogs,2,1:10PM,Etihad Stadium,2011
72,3.5,2.02,Essendon,28082,3/4/11,Sunday,5161,-3.5,1.8,Sydney,2,2:10PM,ANZ Stadium,2011
73,16.5,2.93,Melbourne,49905,3/4/11,Sunday,5162,-16.5,1.41,Hawthorn,2,4:40PM,MCG,2011
74,25.5,4.15,Carlton,88181,8/4/11,Friday,5163,-25.5,1.25,Collingwood,3,7:40PM,MCG,2011
75,70.5,16,Gold Coast,21373,9/4/11,Saturday,5164,-70.5,1.01,Western Bulldogs,3,2:10PM,Etihad Stadium,2011
76,13.5,2.63,Fremantle,33414,9/4/11,Saturday,5165,-13.5,1.49,Adelaide,3,2:40PM,AAMI Stadium,2011
77,-23.5,1.29,Hawthorn,46369,9/4/11,Saturday,5166,23.5,3.75,Richmond,3,7:10PM,MCG,2011
78,0,1.9,Sydney,37288,9/4/11,Saturday,5167,0,1.94,West Coast,3,5:40PM,Domain Stadium,2011
79,31.5,4.75,Brisbane,24380,10/4/11,Sunday,5168,-31.5,1.19,Melbourne,3,1:10PM,MCG,2011
80,45.5,8,Port Adelaide,22420,10/4/11,Sunday,5169,-45.5,1.08,Geelong,3,2:10PM,Simonds Stadium,2011
81,2.5,2,Essendon,47762,10/4/11,Sunday,5170,-2.5,1.82,St Kilda,3,4:40PM,Etihad Stadium,2011
82,-47.5,1.07,Collingwood,58050,15/4/11,Friday,5171,47.5,8.6,Richmond,4,7:40PM,MCG,2011
83,39.5,6.3,West Coast,15063,16/4/11,Saturday,5172,-39.5,1.12,Hawthorn,4,2:10PM,Aurora Stadium,2011
84,0,1.93,Essendon,78065,16/4/11,Saturday,5173,0,1.89,Carlton,4,2:10PM,MCG,2011
85,-3.5,1.78,Geelong,25300,16/4/11,Saturday,5174,3.5,2.09,Sydney,4,7:10PM,SCG,2011
86,-15.5,1.42,Adelaide,33143,16/4/11,Saturday,5175,15.5,2.95,Port Adelaide,4,7:10PM,AAMI Stadium,2011
87,-45.5,1.08,Melbourne,12111,17/4/11,Sunday,5176,45.5,8,Gold Coast,4,2:10PM,Gabba,2011
88,32.5,5.1,North Melbourne,34779,17/4/11,Sunday,5177,-32.5,1.17,Fremantle,4,2:40PM,Domain Stadium,2011
89,-22.5,1.3,St Kilda,22543,21/4/11,Thursday,5178,22.5,3.55,Brisbane,5,7:40PM,Gabba,2011
90,64.5,14.4,Gold Coast,21287,23/4/11,Saturday,5179,-64.5,1.03,Port Adelaide,5,2:40PM,AAMI Stadium,2011
91,25.5,3.95,Adelaide,37607,23/4/11,Saturday,5180,-25.5,1.27,Carlton,5,7:10PM,Etihad Stadium,2011
92,1.5,1.93,Richmond,36461,24/4/11,Sunday,5181,-1.5,1.88,North Melbourne,5,4:40PM,Etihad Stadium,2011
93,-27.5,1.22,Collingwood,89626,25/4/11,Monday,5182,27.5,4.3,Essendon,5,2:40PM,MCG,2011
94,8.5,2.3,Western Bulldogs,37551,25/4/11,Monday,5183,-8.5,1.65,Fremantle,5,6:40PM,Domain Stadium,2011
95,-3.5,1.8,Geelong,78579,26/4/11,Tuesday,5184,3.5,2.02,Hawthorn,5,2:40PM,MCG,2011
96,11.5,2.7,Melbourne,36298,28/4/11,Thursday,5185,-11.5,1.49,West Coast,6,6:40PM,Domain Stadium,2011
97,4.5,2.07,Carlton,28081,29/4/11,Friday,5186,-4.5,1.76,Sydney,6,7:40PM,SCG,2011
98,16.5,2.8,Port Adelaide,16014,30/4/11,Saturday,5187,-16.5,1.44,North Melbourne,6,2:10PM,Etihad Stadium,2011
99,17.5,3.17,Brisbane,37438,30/4/11,Saturday,5188,-17.5,1.38,Richmond,6,7:10PM,MCG,2011
100,4.5,2.1,St Kilda,33854,30/4/11,Saturday,5189,-4.5,1.77,Adelaide,6,7:10PM,AAMI Stadium,2011
101,66.5,12.5,Gold Coast,33710,1/5/11,Sunday,5190,-66.5,1.03,Essendon,6,1:10PM,Etihad Stadium,2011
102,36.5,8.1,Western Bulldogs,53776,1/5/11,Sunday,5191,-36.5,1.09,Collingwood,6,4:40PM,MCG,2011
103,-24.5,1.18,Hawthorn,21819,6/5/11,Friday,5192,24.5,5.15,Port Adelaide,7,8:10PM,AAMI Stadium,2011
104,5.5,2.18,Sydney,10184,7/5/11,Saturday,5193,-5.5,1.69,Western Bulldogs,7,1:10PM,Manuka Oval,2011
105,46.5,9.25,North Melbourne,23669,7/5/11,Saturday,5194,-46.5,1.06,Geelong,7,2:10PM,Simonds Stadium,2011
106,-6.5,1.67,Fremantle,34090,7/5/11,Saturday,5195,6.5,2.21,Richmond,7,4:10PM,MCG,2011
107,-47.5,1.15,Brisbane,25501,7/5/11,Saturday,5196,47.5,5.85,Gold Coast,7,7:10PM,Gabba,2011
108,30.5,4.32,West Coast,33631,8/5/11,Sunday,5197,-30.5,1.22,Essendon,7,1:10PM,Etihad Stadium,2011
109,2.5,1.96,Adelaide,19987,8/5/11,Sunday,5198,-2.5,1.85,Melbourne,7,2:10PM,MCG,2011
110,-15.5,1.45,Carlton,41576,9/5/11,Monday,5199,15.5,2.77,St Kilda,7,7:20PM,Etihad Stadium,2011
111,-13.5,1.49,Collingwood,81691,13/5/11,Friday,5200,13.5,2.65,Geelong,8,7:40PM,MCG,2011
112,1.5,1.96,Melbourne,23536,14/5/11,Saturday,5201,-1.5,1.85,North Melbourne,8,2:10PM,Etihad Stadium,2011
113,38.5,5.5,Gold Coast,36056,14/5/11,Saturday,5202,-38.5,1.15,Adelaide,8,2:40PM,AAMI Stadium,2011
114,-28.5,1.19,Essendon,24921,14/5/11,Saturday,5203,28.5,5,Brisbane,8,7:10PM,Gabba,2011
115,37.5,6.4,Port Adelaide,20719,14/5/11,Saturday,5204,-37.5,1.13,Sydney,8,7:10PM,SCG,2011
116,16.5,2.85,St Kilda,42453,15/5/11,Sunday,5205,-16.5,1.43,Hawthorn,8,1:10PM,MCG,2011
117,7.5,2.16,Richmond,39141,15/5/11,Sunday,5206,-7.5,1.7,Western Bulldogs,8,2:10PM,Etihad Stadium,2011
118,-1.5,1.89,Fremantle,40567,15/5/11,Sunday,5207,1.5,1.93,West Coast,8,2:40PM,Domain Stadium,2011
119,-15.5,1.44,Geelong,48429,20/5/11,Friday,5208,15.5,2.8,Carlton,9,7:40PM,Etihad Stadium,2011
120,16.5,3.05,Melbourne,28863,21/5/11,Saturday,5209,-16.5,1.38,St Kilda,9,2:10PM,Etihad Stadium,2011
121,-10.5,1.57,Fremantle,16274,21/5/11,Saturday,5210,10.5,2.42,Port Adelaide,9,2:40PM,AAMI Stadium,2011
122,0,1.9,North Melbourne,18404,21/5/11,Saturday,5211,0,1.94,Brisbane,9,7:10PM,Gabba,2011
123,-15.5,1.46,Essendon,83563,21/5/11,Saturday,5212,15.5,2.81,Richmond,9,7:40PM,MCG,2011
124,51.5,10.25,Adelaide,38849,22/5/11,Sunday,5213,-51.5,1.05,Collingwood,9,1:10PM,Etihad Stadium,2011
125,3.5,2.04,Hawthorn,33136,22/5/11,Sunday,5214,-3.5,1.78,Sydney,9,2:10PM,SCG,2011
126,5.5,2.15,Western Bulldogs,37308,22/5/11,Sunday,5215,-5.5,1.71,West Coast,9,2:40PM,Domain Stadium,2011
127,-31.5,1.17,Carlton,47464,27/5/11,Friday,5216,31.5,5.15,Melbourne,10,7:40PM,MCG,2011
128,-3.5,1.8,Sydney,24267,28/5/11,Saturday,5217,3.5,2.02,North Melbourne,10,2:10PM,Etihad Stadium,2011
129,29.5,3.8,West Coast,52560,29/5/11,Sunday,5218,-29.5,1.27,Collingwood,10,2:10PM,MCG,2011
130,9.5,2.39,St Kilda,35483,28/5/11,Saturday,5219,-9.5,1.58,Fremantle,10,1:10PM,Domain Stadium,2011
131,-63.5,1.04,Geelong,21485,28/5/11,Saturday,5220,63.5,12.6,Gold Coast,10,7:10PM,Metricon Stadium,2011
132,28.5,4.15,Port Adelaide,11506,28/5/11,Saturday,5221,-28.5,1.25,Richmond,10,8:10PM,TIO Stadium,2011
133,24.5,3.9,Brisbane,34583,29/5/11,Sunday,5222,-24.5,1.26,Adelaide,10,12:40PM,AAMI Stadium,2011
134,-22.5,1.3,Hawthorn,30747,29/5/11,Sunday,5223,22.5,3.55,Western Bulldogs,10,4:40PM,Etihad Stadium,2011
135,27.5,4.3,Melbourne,53077,3/6/11,Friday,5224,-27.5,1.22,Essendon,11,7:40PM,MCG,2011
136,40.5,7.05,Western Bulldogs,25078,4/6/11,Saturday,5225,-40.5,1.1,Geelong,11,2:10PM,Simonds Stadium,2011
137,66.5,8.6,Gold Coast,36815,4/6/11,Saturday,5226,-66.5,1.07,West Coast,11,1:10PM,Domain Stadium,2011
138,3.5,2.05,Sydney,22150,4/6/11,Saturday,5227,-3.5,1.81,Brisbane,11,7:10PM,Gabba,2011
139,32.5,4.8,St Kilda,62991,4/6/11,Saturday,5228,-32.5,1.2,Collingwood,11,7:10PM,MCG,2011
140,32.5,4.9,Fremantle,31925,5/6/11,Sunday,5229,-32.5,1.18,Hawthorn,11,1:10PM,MCG,2011
141,8.5,2.25,Adelaide,18185,5/6/11,Sunday,5230,-8.5,1.65,North Melbourne,11,2:10PM,Etihad Stadium,2011
142,-27.5,1.21,Carlton,23192,5/6/11,Sunday,5231,27.5,4.45,Port Adelaide,11,4:10PM,AAMI Stadium,2011
143,11.5,2.55,Western Bulldogs,31237,10/6/11,Friday,5232,-11.5,1.52,St Kilda,12,7:40PM,Etihad Stadium,2011
144,-7.5,1.66,West Coast,31412,11/6/11,Saturday,5233,7.5,2.23,Adelaide,12,2:40PM,AAMI Stadium,2011
145,-21.5,1.35,North Melbourne,14945,11/6/11,Saturday,5234,21.5,3.3,Gold Coast,12,7:10PM,Metricon Stadium,2011
146,14.5,2.81,Hawthorn,63476,11/6/11,Saturday,5235,-14.5,1.46,Geelong,12,7:10PM,MCG,2011
147,48.5,10.25,Brisbane,43617,12/6/11,Sunday,5236,-48.5,1.05,Carlton,12,1:10PM,Etihad Stadium,2011
148,22.5,3.9,Richmond,23782,12/6/11,Sunday,5237,-22.5,1.26,Sydney,12,2:10PM,SCG,2011
149,3.5,2.04,Essendon,35824,12/6/11,Sunday,5238,-3.5,1.78,Fremantle,12,2:40PM,Domain Stadium,2011
150,-29.5,1.2,Collingwood,75998,13/6/11,Monday,5239,29.5,4.6,Melbourne,12,2:10PM,MCG,2011
151,27.5,4.2,Adelaide,19363,17/6/11,Friday,5240,-27.5,1.23,Western Bulldogs,13,7:40PM,Etihad Stadium,2011
152,67.5,12.6,Gold Coast,16377,18/6/11,Saturday,5241,-67.5,1.03,Hawthorn,13,2:10PM,Aurora Stadium,2011
153,8.5,2.31,North Melbourne,42329,18/6/11,Saturday,5242,-8.5,1.62,Essendon,13,2:10PM,Etihad Stadium,2011
154,-5.5,1.69,Richmond,21510,18/6/11,Saturday,5243,5.5,2.23,Brisbane,13,7:10PM,Gabba,2011
155,-21.5,1.29,Geelong,39539,18/6/11,Saturday,5244,21.5,3.75,St Kilda,13,7:10PM,MCG,2011
156,3.5,2.02,Fremantle,19092,19/6/11,Sunday,5245,-3.5,1.8,Melbourne,13,1:10PM,MCG,2011
157,23.5,3.9,Sydney,42788,19/6/11,Sunday,5246,-23.5,1.26,Carlton,13,2:10PM,Etihad Stadium,2011
158,48.5,9.3,Port Adelaide,35059,19/6/11,Sunday,5247,-48.5,1.06,West Coast,13,2:40PM,Domain Stadium,2011
159,10.5,2.35,Essendon,64537,24/6/11,Friday,5248,-10.5,1.6,Hawthorn,14,7:40PM,MCG,2011
160,-35.5,1.15,Western Bulldogs,16149,25/6/11,Saturday,5249,35.5,5.5,Gold Coast,14,2:10PM,Metricon Stadium,2011
161,0,1.89,Melbourne,61900,25/6/11,Saturday,5250,0,1.95,Richmond,14,2:10PM,MCG,2011
162,-34.5,1.15,Collingwood,38053,25/6/11,Saturday,5251,34.5,5.85,Sydney,14,7:10PM,ANZ Stadium,2011
163,33.5,5.85,Brisbane,30330,25/6/11,Saturday,5252,-33.5,1.15,Fremantle,14,5:40PM,Domain Stadium,2011
164,47.5,9.3,Adelaide,23246,26/6/11,Sunday,5253,-47.5,1.06,Geelong,14,1:10PM,Simonds Stadium,2011
165,27.5,4.2,West Coast,38241,26/6/11,Sunday,5254,-27.5,1.23,Carlton,14,2:10PM,Etihad Stadium,2011
166,-13.5,1.49,North Melbourne,17275,26/6/11,Sunday,5255,13.5,2.62,Port Adelaide,14,4:10PM,AAMI Stadium,2011
167,-3.5,1.79,Melbourne,29516,1/7/11,Friday,5256,3.5,2.03,Western Bulldogs,15,7:40PM,Etihad Stadium,2011
168,-24.5,1.25,Carlton,59650,2/7/11,Saturday,5257,24.5,4,Richmond,15,2:10PM,MCG,2011
169,39.5,6.35,Gold Coast,28646,2/7/11,Saturday,5258,-39.5,1.12,Fremantle,15,1:10PM,Domain Stadium,2011
170,-43.5,1.09,Geelong,43806,2/7/11,Saturday,5259,43.5,8.15,Essendon,15,7:10PM,Etihad Stadium,2011
171,-15.5,1.42,Sydney,23063,2/7/11,Saturday,5260,15.5,2.95,Adelaide,15,7:10PM,AAMI Stadium,2011
172,17.5,2.95,Port Adelaide,17276,3/7/11,Sunday,5261,-17.5,1.4,Brisbane,15,1:10PM,Gabba,2011
173,22.5,3.45,Hawthorn,83985,3/7/11,Sunday,5262,-22.5,1.31,Collingwood,15,2:10PM,MCG,2011
174,-2.5,1.8,St Kilda,29693,3/7/11,Sunday,5263,2.5,2.02,North Melbourne,15,4:40PM,Etihad Stadium,2011
175,-8.5,1.58,Geelong,40164,8/7/11,Friday,5264,8.5,2.45,West Coast,16,6:40PM,Domain Stadium,2011
176,39.5,7.05,Brisbane,14604,9/7/11,Saturday,5265,-39.5,1.1,Hawthorn,16,2:10PM,Aurora Stadium,2011
177,-36.5,1.15,Sydney,16488,9/7/11,Saturday,5266,36.5,5.85,Gold Coast,16,7:10PM,Metricon Stadium,2011
178,11.5,2.64,Richmond,55442,9/7/11,Saturday,5267,-11.5,1.51,Essendon,16,7:10PM,MCG,2011
179,44.5,8,North Melbourne,53601,10/7/11,Sunday,5268,-44.5,1.08,Collingwood,16,1:10PM,MCG,2011
180,-22.5,1.27,St Kilda,16887,10/7/11,Sunday,5269,22.5,3.8,Port Adelaide,16,2:40PM,AAMI Stadium,2011
181,-22.5,1.3,Carlton,38582,10/7/11,Sunday,5270,22.5,3.55,Western Bulldogs,16,4:40PM,Etihad Stadium,2011
182,-4.5,1.78,Essendon,38118,15/7/11,Friday,5271,4.5,2.09,Adelaide,17,8:10PM,AAMI Stadium,2011
183,37.5,5.6,Gold Coast,"10832""",16/7/11,Saturday,5272,-37.5,1.16,Richmond,17,2:10PM,Cazalys Stadium,2011
184,-35.5,1.18,Collingwood,85936,16/7/11,Saturday,5273,35.5,5.15,Carlton,17,2:10PM,MCG,2011
185,5.5,2.09,West Coast,31416,16/7/11,Saturday,5274,-5.5,1.78,St Kilda,17,7:10PM,Etihad Stadium,2011
186,27.5,4.15,Port Adelaide,7255,16/7/11,Saturday,5275,-27.5,1.25,Melbourne,17,8:10PM,TIO Stadium,2011
187,24.5,3.8,Fremantle,23415,17/7/11,Sunday,5276,-24.5,1.27,Sydney,17,1:10PM,SCG,2011
188,-41.5,1.08,Geelong,19906,17/7/11,Sunday,5277,41.5,8.05,Brisbane,17,2:10PM,Gabba,2011
189,-17.5,1.39,Western Bulldogs,22754,17/7/11,Sunday,5278,17.5,3,North Melbourne,17,4:40PM,Etihad Stadium,2011
190,38.5,7.05,Adelaide,26546,22/7/11,Friday,5279,-38.5,1.1,St Kilda,18,7:40PM,Etihad Stadium,2011
191,40.5,6.35,Brisbane,20809,23/7/11,Saturday,5280,-40.5,1.12,North Melbourne,18,2:10PM,Etihad Stadium,2011
192,11.5,2.57,Western Bulldogs,19449,23/7/11,Saturday,5281,-11.5,1.51,Sydney,18,2:10PM,SCG,2011
193,-77.5,1.02,Collingwood,23302,23/7/11,Saturday,5282,77.5,16.75,Gold Coast,18,7:10PM,Metricon Stadium,2011
194,-16.5,1.41,Carlton,74123,23/7/11,Saturday,5283,16.5,3,Essendon,18,7:10PM,MCG,2011
195,46.5,8.65,Richmond,33761,24/7/11,Sunday,5284,-46.5,1.07,Geelong,18,1:10PM,Etihad Stadium,2011
196,-27.5,1.22,Hawthorn,39782,24/7/11,Sunday,5285,27.5,4.3,Melbourne,18,2:10PM,MCG,2011
197,-14.5,1.47,West Coast,41055,24/7/11,Sunday,5286,14.5,2.7,Fremantle,18,2:40PM,Domain Stadium,2011
198,-22.5,1.28,Carlton,41332,29/7/11,Friday,5287,22.5,3.75,North Melbourne,19,7:40PM,Etihad Stadium,2011
199,-8.5,1.62,West Coast,20883,30/7/11,Saturday,5288,8.5,2.31,Western Bulldogs,19,2:10PM,Etihad Stadium,2011
200,45.5,8.65,Melbourne,22716,30/7/11,Saturday,5289,-45.5,1.07,Geelong,19,2:10PM,Simonds Stadium,2011
201,-41.5,1.1,St Kilda,17482,30/7/11,Saturday,5290,41.5,7.6,Gold Coast,19,7:10PM,Metricon Stadium,2011
202,-12.5,1.57,Hawthorn,30937,30/7/11,Saturday,5291,12.5,2.48,Fremantle,19,5:40PM,Domain Stadium,2011
203,46.5,8.65,Essendon,73163,31/7/11,Sunday,5292,-46.5,1.07,Collingwood,19,2:10PM,MCG,2011
204,7.5,2.27,Port Adelaide,40586,31/7/11,Sunday,5293,-7.5,1.64,Adelaide,19,4:10PM,AAMI Stadium,2011
205,36.5,6.35,Fremantle,26181,5/8/11,Friday,5294,-36.5,1.12,St Kilda,20,7:40PM,Etihad Stadium,2011
206,41.5,6.7,Melbourne,42342,6/8/11,Saturday,5295,-41.5,1.11,Carlton,20,2:10PM,MCG,2011
207,89.5,16.5,Gold Coast,24588,6/8/11,Saturday,5296,-89.5,1.01,Geelong,20,2:10PM,Simonds Stadium,2011
208,0,1.93,Sydney,38722,6/8/11,Saturday,5297,0,1.91,Essendon,20,7:10PM,Etihad Stadium,2011
209,-70.5,1.01,Collingwood,21863,6/8/11,Saturday,5298,70.5,20,Port Adelaide,20,7:10PM,AAMI Stadium,2011
210,6.5,2.21,Adelaide,17930,7/8/11,Sunday,5299,-6.5,1.67,Brisbane,20,1:10PM,Gabba,2011
211,30.5,4.45,North Melbourne,16820,7/8/11,Sunday,5300,-30.5,1.21,Hawthorn,20,2:10PM,Aurora Stadium,2011
212,42.5,7.5,Richmond,38106,7/8/11,Sunday,5301,-42.5,1.09,West Coast,20,2:40PM,Domain Stadium,2011
213,-37.5,1.12,Collingwood,46505,12/8/11,Friday,5302,37.5,6.35,St Kilda,21,7:40PM,Etihad Stadium,2011
214,78.5,16.65,Port Adelaide,27532,13/8/11,Saturday,5303,-78.5,1.01,Hawthorn,21,2:10PM,MCG,2011
215,-17.5,1.39,Carlton,34737,13/8/11,Saturday,5304,17.5,3,Fremantle,21,1:10PM,Domain Stadium,2011
216,-7.5,1.65,Essendon,38986,13/8/11,Saturday,5305,7.5,2.3,Western Bulldogs,21,7:10PM,Etihad Stadium,2011
217,18.5,3.15,Gold Coast,23565,13/8/11,Saturday,5306,-18.5,1.38,Brisbane,21,7:10PM,Gabba,2011
218,-26.5,1.23,West Coast,15739,14/8/11,Sunday,5307,26.5,4.2,Melbourne,21,1:10PM,Etihad Stadium,2011
219,-20.5,1.3,Sydney,34337,14/8/11,Sunday,5308,20.5,3.55,Richmond,21,2:10PM,MCG,2011
220,-50.5,1.05,Geelong,33576,14/8/11,Sunday,5309,50.5,10.2,Adelaide,21,4:10PM,AAMI Stadium,2011
221,-7.5,1.65,Hawthorn,52052,19/8/11,Friday,5310,7.5,2.25,Carlton,22,7:40PM,Etihad Stadium,2011
222,-34.5,1.18,Adelaide,16168,20/8/11,Saturday,5311,34.5,4.9,Gold Coast,22,2:10PM,Metricon Stadium,2011
223,26.5,4.1,Essendon,38253,20/8/11,Saturday,5312,-26.5,1.24,West Coast,22,1:10PM,Domain Stadium,2011
224,19.5,3.2,Fremantle,17581,20/8/11,Saturday,5313,-19.5,1.37,North Melbourne,22,7:10PM,Etihad Stadium,2011
225,81.5,20,Brisbane,47788,20/8/11,Saturday,5314,-81.5,1.01,Collingwood,22,7:10PM,MCG,2011
226,-8.5,1.68,St Kilda,25025,21/8/11,Sunday,5315,8.5,2.19,Sydney,22,1:10PM,ANZ Stadium,2011
227,-32.5,1.19,Western Bulldogs,14169,21/8/11,Sunday,5316,32.5,4.75,Port Adelaide,22,2:40PM,AAMI Stadium,2011
228,-4.5,1.76,Richmond,36321,21/8/11,Sunday,5317,4.5,2.07,Melbourne,22,4:40PM,MCG,2011
229,-71.5,1.03,Collingwood,31985,26/8/11,Friday,5318,71.5,14.45,Fremantle,23,6:40PM,Domain Stadium,2011
230,42.5,7.05,Western Bulldogs,42198,27/8/11,Saturday,5319,-42.5,1.1,Hawthorn,23,2:10PM,MCG,2011
231,46.5,8.65,Sydney,25900,27/8/11,Saturday,5320,-46.5,1.07,Geelong,23,2:10PM,Simonds Stadium,2011
232,4.5,2.13,North Melbourne,35848,27/8/11,Saturday,5321,-4.5,1.75,St Kilda,23,7:10PM,Etihad Stadium,2011
233,-20.5,1.3,West Coast,13500,27/8/11,Saturday,5322,20.5,3.65,Brisbane,23,7:10PM,Gabba,2011
234,18.5,3.1,Richmond,38023,28/8/11,Sunday,5323,-18.5,1.37,Adelaide,23,12:40PM,AAMI Stadium,2011
235,45.5,6.7,Gold Coast,21534,28/8/11,Sunday,5324,-45.5,1.11,Melbourne,23,2:10PM,MCG,2011
236,70.5,16.65,Port Adelaide,34849,28/8/11,Sunday,5325,-70.5,1.01,Essendon,23,4:40PM,Etihad Stadium,2011
237,46.5,8.05,Fremantle,18128,3/9/11,Saturday,5326,-46.5,1.08,Western Bulldogs,24,2:10PM,Etihad Stadium,2011
238,-32.5,1.18,Hawthorn,19314,3/9/11,Saturday,5327,32.5,4.9,Gold Coast,24,1:10PM,Metricon Stadium,2011
239,35.5,5.75,Brisbane,27721,3/9/11,Saturday,5328,-35.5,1.14,Sydney,24,4:10PM,SCG,2011
240,5.5,2.14,St Kilda,55606,3/9/11,Saturday,5329,-5.5,1.74,Carlton,24,7:10PM,MCG,2011
241,-8.5,1.63,North Melbourne,32890,4/9/11,Sunday,5330,8.5,2.29,Richmond,24,4:40PM,Etihad Stadium,2011
242,20.5,3.45,Geelong,85705,2/9/11,Friday,5331,-20.5,1.31,Collingwood,24,7:40PM,MCG,2011
243,-6.5,1.72,Melbourne,29314,4/9/11,Sunday,5332,6.5,2.13,Port Adelaide,24,2:40PM,Adelaide Oval,2011
244,35.5,6.45,Adelaide,36062,3/9/11,Saturday,5333,-35.5,1.13,West Coast,24,5:10PM,Domain Stadium,2011
245,30.5,4.2,North Melbourne,43080,26/9/15,Saturday,6170,-30.5,1.24,West Coast,Preliminary,5:45PM,Domain Stadium,2015
246,-6.5,1.74,Hawthorn,41508,25/9/15,Friday,6169,6.5,2.15,Fremantle,Preliminary,6:20PM,Domain Stadium,2015
247,10.5,2.55,North Melbourne,31162,19/9/15,Saturday,6168,-10.5,1.53,Sydney,Semi,7:20PM,ANZ Stadium,2015
248,24.5,3.25,Adelaide,70879,18/9/15,Friday,6167,-24.5,1.37,Hawthorn,Semi,7:50PM,MCG,2015
249,8.5,2.3,North Melbourne,90186,13/9/15,Sunday,6166,-8.5,1.65,Richmond,Elimination,3:20PM,MCG,2015
250,16.5,3.2,Sydney,40071,12/9/15,Saturday,6164,-16.5,1.36,Fremantle,Qualifying,1:20PM,Domain Stadium,2015
251,-1.5,1.93,Adelaide,60782,12/9/15,Saturday,6165,-1.5,1.93,Western Bulldogs,Elimination,7:20PM,MCG,2015
252,-7.5,1.6,Hawthorn,42663,11/9/15,Friday,6163,7.5,2.42,West Coast,Qualifying,6:20PM,Domain Stadium,2015
253,7.5,2.3,Hawthorn,99454,27/9/14,Saturday,5963,-7.5,1.65,Sydney,Grand,2:30PM,MCG,2014
254,-88.5,1.01,Sydney,38203,24/3/12,Saturday,5343,88.5,26,GWS,1,7:20PM,ANZ Stadium,2012
255,-13.5,1.55,Carlton,78285,29/3/12,Thursday,5344,13.5,2.57,Richmond,1,7:40PM,MCG,2012
256,7.5,2.32,Collingwood,78464,30/3/12,Friday,5345,-7.5,1.65,Hawthorn,1,7:50PM,MCG,2012
257,15.5,2.9,Brisbane,33473,31/3/12,Saturday,5346,-15.5,1.45,Melbourne,1,1:40PM,MCG,2012
258,-27.5,1.22,Adelaide,12790,31/3/12,Saturday,5347,27.5,4.6,Gold Coast,1,3:40PM,Metricon Stadium,2012
259,-6.5,1.72,Geelong,34601,31/3/12,Saturday,5348,6.5,2.2,Fremantle,1,4:40PM,Domain Stadium,2012
260,-3.5,1.8,Essendon,45818,31/3/12,Saturday,5349,3.5,2.1,North Melbourne,1,7:40PM,Etihad Stadium,2012
261,-8.5,1.65,West Coast,24977,1/4/12,Sunday,5350,8.5,2.32,Western Bulldogs,1,1:10PM,Etihad Stadium,2012
262,-17.5,1.4,St Kilda,21179,1/4/12,Sunday,5351,17.5,3.05,Port Adelaide,1,4:10PM,AAMI Stadium,2012
263,-20.5,1.3,Carlton,25913,5/4/12,Thursday,5352,20.5,3.5,Brisbane,2,7:40PM,Gabba,2012
264,25.5,4.35,Port Adelaide,34118,7/4/12,Saturday,5353,-25.5,1.24,Essendon,2,1:45PM,Etihad Stadium,2012
265,6.5,2.3,Fremantle,22242,7/4/12,Saturday,5354,-6.5,1.67,Sydney,2,2:10PM,SCG,2012
266,53.5,12,Melbourne,35674,7/4/12,Saturday,5355,-53.5,1.05,West Coast,2,2:40PM,Domain Stadium,2012
267,28.5,4.25,Western Bulldogs,34021,7/4/12,Saturday,5356,-28.5,1.25,Adelaide,2,7:10PM,AAMI Stadium,2012
