,awayline,awayodds,awayteam,crowd,date,day,gameID,homeline,homeodds,hometeam,round,time,venue,year
480,-5.5,1.72,Sydney,13221,13/4/13,Saturday,5569,5.5,2.17,North Melbourne,3,1:45PM,Blundstone Arena,2013
481,-62.5,1.04,West Coast,18571,13/4/13,Saturday,5570,62.5,12,Melbourne,3,2:10PM,MCG,2013
482,-34.5,1.19,St Kilda,11092,13/4/13,Saturday,5571,34.5,5,GWS,3,4:40PM,Manuka Oval,2013
483,-13.5,1.5,Brisbane,12961,13/4/13,Saturday,5572,13.5,2.65,Gold Coast,3,7:40PM,Metricon Stadium,2013
484,12.5,2.6,Carlton,43241,13/4/13,Saturday,5573,-12.5,1.52,Geelong,3,7:40PM,Etihad Stadium,2013
485,27.5,4,Western Bulldogs,44045,14/4/13,Sunday,5574,-27.5,1.26,Richmond,3,1:10PM,Etihad Stadium,2013
486,-9.5,1.58,Hawthorn,72254,14/4/13,Sunday,5575,9.5,2.45,Collingwood,3,3:15PM,MCG,2013
487,-15.5,1.45,Adelaide,40707,14/4/13,Sunday,5576,15.5,2.8,Port Adelaide,3,4:10PM,AAMI Stadium,2013
488,8.5,2.45,Geelong,31060,19/4/13,Friday,5577,-8.5,1.58,Sydney,4,7:50PM,SCG,2013
489,34.5,5.7,Fremantle,12619,20/4/13,Saturday,5578,-34.5,1.15,Hawthorn,4,1:45PM,Aurora Stadium,2013
490,-1.5,1.91,Collingwood,81950,20/4/13,Saturday,5579,-1.5,1.91,Richmond,4,2:10PM,MCG,2013
491,-12.5,1.53,Essendon,46965,20/4/13,Saturday,5580,12.5,2.55,St Kilda,4,4:40PM,Etihad Stadium,2013
492,17.5,2.9,Carlton,38674,20/4/13,Saturday,5581,-17.5,1.44,West Coast,4,5:40PM,Domain Stadium,2013
493,-17.5,1.4,Port Adelaide,11332,20/4/13,Saturday,5582,17.5,3.05,Gold Coast,4,7:40PM,Metricon Stadium,2013
494,14.5,2.65,GWS,20018,21/4/13,Sunday,5583,-14.5,1.48,Melbourne,4,1:10PM,MCG,2013
495,40.5,6.75,Western Bulldogs,24684,21/4/13,Sunday,5584,-40.5,1.11,Adelaide,4,2:45PM,AAMI Stadium,2013
496,23.5,3.65,Brisbane,22776,21/4/13,Sunday,5585,-23.5,1.28,North Melbourne,4,4:40PM,Etihad Stadium,2013
497,-7.5,1.67,Collingwood,93373,25/4/13,Thursday,5586,7.5,2.25,Essendon,5,2:40PM,MCG,2013
498,-28.5,1.17,Sydney,22546,25/4/13,Thursday,5587,28.5,5.35,St Kilda,5,5:40PM,Westpac Stadium,2013
499,17.5,3.05,Richmond,36365,26/4/13,Friday,5588,-17.5,1.4,Fremantle,5,6:40PM,Domain Stadium,2013
500,-19.5,1.31,Gold Coast,6832,27/4/13,Saturday,5589,19.5,3.6,GWS,5,1:40PM,Manuka Oval,2013
501,15.5,3,Adelaide,44711,27/4/13,Saturday,5590,-15.5,1.4,Carlton,5,4:40PM,MCG,2013
502,-2.5,1.85,West Coast,26132,27/4/13,Saturday,5591,2.5,2,Port Adelaide,5,7:10PM,AAMI Stadium,2013
503,-65.5,1.01,Geelong,26153,27/4/13,Saturday,5592,65.5,19,Western Bulldogs,5,7:40PM,Etihad Stadium,2013
504,33.5,4.65,Melbourne,19018,28/4/13,Sunday,5593,-33.5,1.21,Brisbane,5,3:15PM,Gabba,2013
505,32.5,5.5,North Melbourne,42103,28/4/13,Sunday,5594,-32.5,1.16,Hawthorn,5,4:40PM,MCG,2013
506,23.5,4.2,St Kilda,40071,3/5/13,Friday,5595,-23.5,1.24,Collingwood,6,7:50PM,Etihad Stadium,2013
507,92.5,21,GWS,30143,4/5/13,Saturday,5596,-92.5,1.01,Essendon,6,1:45PM,Etihad Stadium,2013
508,16.5,3.17,Port Adelaide,10265,4/5/13,Saturday,5597,-16.5,1.37,North Melbourne,6,2:10PM,Blundstone Arena,2013
509,-24.5,1.2,Hawthorn,37324,4/5/13,Saturday,5598,24.5,4.85,Adelaide,6,4:10PM,AAMI Stadium,2013
510,-13.5,1.46,Fremantle,10552,4/5/13,Saturday,5599,13.5,2.75,Gold Coast,6,7:40PM,Metricon Stadium,2013
511,-16.5,1.4,Geelong,55625,4/5/13,Saturday,5600,16.5,3.05,Richmond,6,7:40PM,MCG,2013
512,43.5,11,Brisbane,23315,5/5/13,Sunday,5601,-43.5,1.05,Sydney,6,1:10PM,SCG,2013
513,66.5,16,Melbourne,35286,5/5/13,Sunday,5602,-66.5,1.02,Carlton,6,3:15PM,MCG,2013
514,56.5,14,Western Bulldogs,36163,5/5/13,Sunday,5603,-56.5,1.03,West Coast,6,2:40PM,Domain Stadium,2013
515,7.5,2.25,Essendon,53014,10/5/13,Friday,5604,-7.5,1.68,Geelong,7,7:50PM,Etihad Stadium,2013
516,10.5,2.45,Richmond,25372,11/5/13,Saturday,5605,-10.5,1.58,Port Adelaide,7,1:15PM,AAMI Stadium,2013
517,-23.5,1.22,West Coast,17615,11/5/13,Saturday,5606,23.5,4.45,Brisbane,7,2:10PM,Gabba,2013
518,-37.5,1.08,North Melbourne,23690,11/5/13,Saturday,5607,37.5,8.5,Western Bulldogs,7,4:40PM,Etihad Stadium,2013
519,-9.5,1.58,Collingwood,37214,11/5/13,Saturday,5608,9.5,2.45,Fremantle,7,5:40PM,Domain Stadium,2013
520,14.5,2.8,Sydney,54725,11/5/13,Saturday,5609,-14.5,1.46,Hawthorn,7,7:40PM,MCG,2013
521,-49.5,1.05,Adelaide,5830,12/5/13,Sunday,5610,49.5,11,GWS,7,1:10PM,Spotless Stadium,2013
522,-5.5,1.72,Gold Coast,13304,12/5/13,Sunday,5611,5.5,2.18,Melbourne,7,4:40PM,MCG,2013
523,-24.5,1.24,Carlton,34054,13/5/13,Monday,5612,24.5,4.25,St Kilda,7,7:40PM,Etihad Stadium,2013
524,18.5,3.05,North Melbourne,38146,17/5/13,Friday,5613,-18.5,1.4,West Coast,8,6:40PM,Domain Stadium,2013
525,50.5,12,Brisbane,33915,18/5/13,Saturday,5614,-50.5,1.04,Essendon,8,1:45PM,Etihad Stadium,2013
526,102.5,21,GWS,10513,18/5/13,Saturday,5615,-102.5,1.01,Hawthorn,8,2:10PM,Aurora Stadium,2013
527,9.5,2.3,Western Bulldogs,13520,18/5/13,Saturday,5616,-9.5,1.65,Gold Coast,8,4:40PM,Metricon Stadium,2013
528,18.5,3.25,Fremantle,22546,18/5/13,Saturday,5617,-18.5,1.36,Sydney,8,7:40PM,SCG,2013
529,-20.5,1.36,Geelong,66768,18/5/13,Saturday,5618,20.5,3.25,Collingwood,8,7:40PM,MCG,2013
530,17.5,3,Port Adelaide,29936,19/5/13,Sunday,5619,-17.5,1.41,Carlton,8,1:10PM,Etihad Stadium,2013
531,71.5,13.5,Melbourne,39148,19/5/13,Sunday,5620,-71.5,1.03,Richmond,8,3:15PM,MCG,2013
532,21.5,3.4,St Kilda,34605,19/5/13,Sunday,5621,-21.5,1.34,Adelaide,8,4:10PM,AAMI Stadium,2013
533,7.5,2.3,Sydney,65306,24/5/13,Friday,5622,-7.5,1.65,Collingwood,9,7:50PM,MCG,2013
534,-26.5,1.18,Geelong,21309,25/5/13,Saturday,5623,26.5,5.15,Port Adelaide,9,1:15PM,AAMI Stadium,2013
535,-67.5,1.05,West Coast,6324,25/5/13,Saturday,5624,67.5,11,GWS,9,2:10PM,Spotless Stadium,2013
536,31.5,4.5,Western Bulldogs,25982,25/5/13,Saturday,5625,-31.5,1.2,St Kilda,9,4:40PM,Etihad Stadium,2013
537,-15.5,1.43,Carlton,24037,25/5/13,Saturday,5626,15.5,2.9,Brisbane,9,7:40PM,Gabba,2013
538,-3.5,1.78,Essendon,84234,25/5/13,Saturday,5627,3.5,2.08,Richmond,9,7:45PM,MCG,2013
539,64.5,15,Gold Coast,28112,26/5/13,Sunday,5628,-64.5,1.02,Hawthorn,9,1:10PM,MCG,2013
540,14.5,2.8,Adelaide,23033,26/5/13,Sunday,5629,-14.5,1.46,North Melbourne,9,3:15PM,Etihad Stadium,2013
541,62.5,15,Melbourne,32950,26/5/13,Sunday,5630,-62.5,1.02,Fremantle,9,2:40PM,Domain Stadium,2013
542,-28.5,1.2,Collingwood,26626,31/5/13,Friday,5631,28.5,4.75,Brisbane,10,7:50PM,Gabba,2013
543,80.5,21,GWS,25008,1/6/13,Saturday,5632,-80.5,1.01,Carlton,10,1:45PM,Etihad Stadium,2013
544,2.5,2,Fremantle,27684,1/6/13,Saturday,5633,-2.5,1.85,Adelaide,10,1:40PM,AAMI Stadium,2013
545,10.5,2.5,Essendon,29792,1/6/13,Saturday,5634,-10.5,1.56,Sydney,10,4:40PM,SCG,2013
546,-14.5,1.46,Port Adelaide,7850,1/6/13,Saturday,5635,14.5,2.8,Western Bulldogs,10,7:10PM,TIO Stadium,2013
547,52.5,14,Gold Coast,30082,1/6/13,Saturday,5636,-52.5,1.03,Geelong,10,7:40PM,Simonds Stadium,2013
548,-88.5,1.01,Hawthorn,28546,2/6/13,Sunday,5637,88.5,18,Melbourne,10,3:15PM,MCG,2013
549,29.5,4.75,St Kilda,25658,2/6/13,Sunday,5638,-29.5,1.2,North Melbourne,10,4:40PM,Etihad Stadium,2013
550,23.5,4,Richmond,37781,3/6/13,Monday,5639,-23.5,1.26,West Coast,10,5:40PM,Domain Stadium,2013
551,2.5,2.02,Carlton,82639,7/6/13,Friday,5640,-2.5,1.83,Essendon,11,7:50PM,MCG,2013
552,-83.5,1.01,Geelong,7809,8/6/13,Saturday,5641,83.5,21,GWS,11,1:40PM,Spotless Stadium,2013
553,-9.5,1.5,Sydney,38374,8/6/13,Saturday,5642,9.5,2.65,Adelaide,11,4:10PM,AAMI Stadium,2013
554,-19.5,1.31,North Melbourne,10891,8/6/13,Saturday,5643,19.5,3.6,Gold Coast,11,7:40PM,Metricon Stadium,2013
555,-15.5,1.46,West Coast,23795,9/6/13,Sunday,5644,15.5,2.8,St Kilda,11,4:40PM,Etihad Stadium,2013
556,-70.5,1.03,Collingwood,50835,10/6/13,Monday,5645,70.5,14,Melbourne,11,3:15PM,MCG,2013
557,-25.5,1.24,Hawthorn,45670,14/6/13,Friday,5646,25.5,4.25,Carlton,12,7:50PM,Etihad Stadium,2013
558,17.5,3.15,Adelaide,43615,15/6/13,Saturday,5647,-17.5,1.38,Richmond,12,1:40PM,MCG,2013
559,46.5,9.25,Brisbane,33384,15/6/13,Saturday,5648,-46.5,1.07,Fremantle,12,2:40PM,Domain Stadium,2013
560,36.5,5.8,Gold Coast,31452,15/6/13,Saturday,5649,-36.5,1.15,Essendon,12,7:40PM,Etihad Stadium,2013
561,-28.5,1.26,Port Adelaide,6601,16/6/13,Sunday,5650,28.5,4,GWS,12,1:10PM,Spotless Stadium,2013
562,35.5,7,Western Bulldogs,32253,16/6/13,Sunday,5651,-35.5,1.11,Collingwood,12,4:40PM,Etihad Stadium,2013
563,30.5,5.15,West Coast,32567,21/6/13,Friday,5652,-30.5,1.18,Hawthorn,13,7:50PM,Etihad Stadium,2013
564,-37.5,1.08,Sydney,16096,22/6/13,Saturday,5653,37.5,8.25,Port Adelaide,13,1:10PM,AAMI Stadium,2013
565,38.5,6.4,Melbourne,28751,22/6/13,Saturday,5654,-38.5,1.13,St Kilda,13,4:40PM,MCG,2013
566,-39.5,1.1,Richmond,29788,22/6/13,Saturday,5655,39.5,7.5,Western Bulldogs,13,7:40PM,Etihad Stadium,2013
567,16.5,3.15,North Melbourne,31637,23/6/13,Sunday,5656,-16.5,1.38,Fremantle,13,1:15PM,Domain Stadium,2013
568,-27.5,1.16,Geelong,24164,23/6/13,Sunday,5657,27.5,5.5,Brisbane,13,4:40PM,Gabba,2013
569,-6.5,1.7,Essendon,36451,27/6/13,Thursday,5658,6.5,2.2,West Coast,14,6:10PM,Domain Stadium,2013
570,15.5,2.95,Carlton,25349,28/6/13,Friday,5659,-15.5,1.42,Sydney,14,7:50PM,SCG,2013
571,-10.5,1.6,Adelaide,13791,29/6/13,Saturday,5660,10.5,2.4,Gold Coast,14,1:40PM,Metricon Stadium,2013
572,-14.5,1.42,Collingwood,31121,29/6/13,Saturday,5661,14.5,2.95,Port Adelaide,14,4:10PM,AAMI Stadium,2013
573,-27.5,1.26,Western Bulldogs,21217,29/6/13,Saturday,5662,27.5,4,Melbourne,14,7:40PM,MCG,2013
574,16.5,3.25,Fremantle,26743,29/6/13,Saturday,5663,-16.5,1.36,Geelong,14,7:40PM,Simonds Stadium,2013
575,44.5,9.25,Brisbane,15796,30/6/13,Sunday,5664,-44.5,1.07,Hawthorn,14,1:10PM,Aurora Stadium,2013
576,82.5,21,GWS,15438,30/6/13,Sunday,5665,-82.5,1.01,North Melbourne,14,3:15PM,Etihad Stadium,2013
577,33.5,5,St Kilda,52184,30/6/13,Sunday,5666,-33.5,1.18,Richmond,14,4:40PM,MCG,2013
578,9.5,2.45,Collingwood,78224,5/7/13,Friday,5667,-9.5,1.57,Carlton,15,7:50PM,MCG,2013
579,-33.5,1.22,Western Bulldogs,7132,6/7/13,Saturday,5668,33.5,4.5,GWS,15,1:45PM,Manuka Oval,2013
580,-13.5,1.48,Richmond,45966,6/7/13,Saturday,5669,13.5,2.7,North Melbourne,15,2:10PM,Etihad Stadium,2013
581,22.5,3.75,Gold Coast,27170,6/7/13,Saturday,5670,-22.5,1.28,Brisbane,15,4:40PM,Gabba,2013
582,9.5,2.5,West Coast,26426,6/7/13,Saturday,5671,-9.5,1.55,Adelaide,15,7:10PM,AAMI Stadium,2013
583,-7.5,1.6,Hawthorn,85197,6/7/13,Saturday,5672,7.5,2.4,Geelong,15,7:40PM,MCG,2013
584,-59.5,1.02,Sydney,26216,7/7/13,Sunday,5673,59.5,15,Melbourne,15,1:10PM,MCG,2013
585,57.5,14,St Kilda,34064,7/7/13,Sunday,5674,-57.5,1.03,Fremantle,15,1:15PM,Domain Stadium,2013
586,21.5,3.4,Port Adelaide,40817,7/7/13,Sunday,5675,-21.5,1.33,Essendon,15,4:40PM,Etihad Stadium,2013
587,30.5,5.5,Adelaide,54790,12/7/13,Friday,5676,-30.5,1.16,Collingwood,16,7:50PM,MCG,2013
588,-17.5,1.37,Hawthorn,23748,13/7/13,Saturday,5677,17.5,3.2,Port Adelaide,16,1:15PM,AAMI Stadium,2013
589,63.5,21,Melbourne,23172,13/7/13,Saturday,5678,-63.5,1.01,Geelong,16,2:10PM,Simonds Stadium,2013
590,26.5,4.3,Gold Coast,"11197""",13/7/13,Saturday,5679,-26.5,1.23,Richmond,16,4:40PM,Cazalys Stadium,2013
591,-15.5,1.42,North Melbourne,18131,13/7/13,Saturday,5680,15.5,2.95,Brisbane,16,7:40PM,Gabba,2013
592,18.5,3.15,St Kilda,30949,13/7/13,Saturday,5681,-18.5,1.38,Carlton,16,7:40PM,Etihad Stadium,2013
593,80.5,17,GWS,21757,14/7/13,Sunday,5682,-80.5,1.01,Sydney,16,1:10PM,SCG,2013
594,-41.5,1.1,Essendon,32500,14/7/13,Sunday,5683,41.5,7.5,Western Bulldogs,16,3:15PM,Etihad Stadium,2013
595,-15.5,1.43,Fremantle,39839,14/7/13,Sunday,5684,15.5,2.9,West Coast,16,2:40PM,Domain Stadium,2013
596,7.5,2.35,Carlton,37443,19/7/13,Friday,5685,-7.5,1.62,North Melbourne,17,7:50PM,Etihad Stadium,2013
597,56.5,12,Western Bulldogs,14022,20/7/13,Saturday,5686,-56.5,1.04,Hawthorn,17,1:45PM,Aurora Stadium,2013
598,-4.5,1.68,Port Adelaide,14878,20/7/13,Saturday,5687,4.5,2.22,St Kilda,17,7:40PM,Etihad Stadium,2013
599,-27.5,1.17,Collingwood,19721,20/7/13,Saturday,5688,27.5,5.25,Gold Coast,17,4:40PM,Metricon Stadium,2013
600,-24.5,1.3,Brisbane,7615,20/7/13,Saturday,5689,24.5,3.65,Melbourne,17,7:10PM,TIO Stadium,2013
601,-69.5,1.02,Essendon,10783,20/7/13,Saturday,5690,69.5,15,GWS,17,2:10PM,Spotless Stadium,2013
602,5.5,2.15,Fremantle,40125,21/7/13,Sunday,5691,-5.5,1.72,Richmond,17,1:10PM,MCG,2013
603,-24.5,1.23,Geelong,28603,21/7/13,Sunday,5692,24.5,4.25,Adelaide,17,2:45PM,AAMI Stadium,2013
604,-11.5,1.52,Sydney,35166,21/7/13,Sunday,5693,11.5,2.6,West Coast,17,2:40PM,Domain Stadium,2013
605,-22.5,1.32,Hawthorn,49505,26/7/13,Friday,5694,22.5,3.45,Essendon,18,7:50PM,Etihad Stadium,2013
606,-16.5,1.41,Carlton,19460,27/7/13,Saturday,5695,16.5,3,Gold Coast,18,1:45PM,Metricon Stadium,2013
607,-62.5,1.02,North Melbourne,16959,27/7/13,Saturday,5696,62.5,15,Melbourne,18,2:10PM,Etihad Stadium,2013
608,86.5,21,GWS,32691,27/7/13,Saturday,5697,-86.5,1.01,Collingwood,18,4:40PM,MCG,2013
609,24.5,4,Adelaide,28765,27/7/13,Saturday,5698,-24.5,1.26,Fremantle,18,5:40PM,Domain Stadium,2013
610,43.5,9,St Kilda,27200,27/7/13,Saturday,5699,-43.5,1.07,Geelong,18,7:40PM,Simonds Stadium,2013
611,19.5,3.3,Brisbane,22631,28/7/13,Sunday,5700,-19.5,1.35,Port Adelaide,18,12:40PM,AAMI Stadium,2013
612,-11.5,1.54,West Coast,17019,28/7/13,Sunday,5701,11.5,2.55,Western Bulldogs,18,3:15PM,Etihad Stadium,2013
613,22.5,3.8,Richmond,29738,28/7/13,Sunday,5702,-22.5,1.28,Sydney,18,4:40PM,SCG,2013
614,-21.5,1.32,Geelong,33584,2/8/13,Friday,5703,21.5,3.5,North Melbourne,19,7:50PM,Etihad Stadium,2013
615,7.5,2.4,Melbourne,8308,3/8/13,Saturday,5704,-7.5,1.6,GWS,19,1:45PM,Spotless Stadium,2013
616,28.5,4.6,Richmond,64324,3/8/13,Saturday,5705,-28.5,1.2,Hawthorn,19,2:10PM,MCG,2013
617,15.5,2.9,Gold Coast,32140,3/8/13,Saturday,5706,-15.5,1.42,West Coast,19,2:40PM,Domain Stadium,2013
618,25.5,4.25,St Kilda,19856,3/8/13,Saturday,5707,-25.5,1.24,Brisbane,19,7:40PM,Gabba,2013
619,2.5,2,Fremantle,30457,3/8/13,Saturday,5708,-2.5,1.85,Carlton,19,7:40PM,Etihad Stadium,2013
620,-44.5,1.09,Sydney,22647,4/8/13,Sunday,5709,44.5,8,Western Bulldogs,19,1:10PM,Etihad Stadium,2013
621,-2.5,1.83,Port Adelaide,43368,4/8/13,Sunday,5710,2.5,2,Adelaide,19,2:45PM,AAMI Stadium,2013
622,2.5,2,Essendon,69821,4/8/13,Sunday,5711,-2.5,1.83,Collingwood,19,4:40PM,MCG,2013
623,-54.5,1.03,Hawthorn,24765,9/8/13,Friday,5712,54.5,14,St Kilda,20,7:50PM,Etihad Stadium,2013
624,33.5,5.2,Brisbane,46961,10/8/13,Saturday,5713,-33.5,1.17,Richmond,20,1:45PM,MCG,2013
625,42.5,7.25,Port Adelaide,24784,10/8/13,Saturday,5714,-42.5,1.11,Geelong,20,2:10PM,Simonds Stadium,2013
626,18.5,3.05,Western Bulldogs,31126,10/8/13,Saturday,5715,-18.5,1.4,Carlton,20,4:40PM,Etihad Stadium,2013
627,42.5,7.5,Melbourne,13840,10/8/13,Saturday,5716,-42.5,1.1,Gold Coast,20,7:40PM,Metricon Stadium,2013
628,17.5,2.95,Collingwood,42627,10/8/13,Saturday,5717,-17.5,1.42,Sydney,20,7:40PM,ANZ Stadium,2013
629,16.5,2.9,West Coast,32595,11/8/13,Sunday,5718,-16.5,1.43,Essendon,20,1:10PM,Etihad Stadium,2013
630,-3.5,1.8,North Melbourne,31801,11/8/13,Sunday,5719,3.5,2.05,Adelaide,20,2:45PM,AAMI Stadium,2013
631,78.5,19,GWS,31390,11/8/13,Sunday,5720,-78.5,1.01,Fremantle,20,2:40PM,Domain Stadium,2013
632,12.5,2.6,Collingwood,71533,16/8/13,Friday,5721,-12.5,1.52,Hawthorn,21,7:50PM,MCG,2013
633,25.5,4,Carlton,63825,17/8/13,Saturday,5722,-25.5,1.26,Richmond,21,1:45PM,MCG,2013
634,30.5,5,Gold Coast,18703,17/8/13,Saturday,5723,-30.5,1.18,Port Adelaide,21,1:40PM,AAMI Stadium,2013
635,-22.5,1.35,North Melbourne,34102,17/8/13,Saturday,5724,22.5,3.25,Essendon,21,4:40PM,Etihad Stadium,2013
636,-14.5,1.46,Geelong,34394,17/8/13,Saturday,5725,14.5,2.75,West Coast,21,5:40PM,Domain Stadium,2013
637,61.5,10,GWS,13855,17/8/13,Saturday,5726,-61.5,1.06,Brisbane,21,7:40PM,Gabba,2013
638,-66.5,1.01,Fremantle,13768,18/8/13,Sunday,5727,66.5,17,Melbourne,21,1:10PM,MCG,2013
639,60.5,16,St Kilda,26730,18/8/13,Sunday,5728,-60.5,1.02,Sydney,21,3:15PM,SCG,2013
640,-3.5,1.8,Adelaide,17159,18/8/13,Sunday,5729,3.5,2.05,Western Bulldogs,21,4:40PM,Etihad Stadium,2013
641,34.5,6,West Coast,41198,23/8/13,Friday,5730,-34.5,1.14,Collingwood,22,7:50PM,MCG,2013
642,61.5,17,Melbourne,35643,24/8/13,Saturday,5731,-61.5,1.02,Adelaide,22,1:15PM,AAMI Stadium,2013
643,-20.5,1.3,Hawthorn,33039,24/8/13,Saturday,5732,20.5,3.6,North Melbourne,22,2:10PM,Etihad Stadium,2013
644,14.5,2.9,Sydney,28459,24/8/13,Saturday,5733,-14.5,1.43,Geelong,22,4:40PM,Simonds Stadium,2013
645,35.5,5.75,Port Adelaide,35565,24/8/13,Saturday,5734,-35.5,1.15,Fremantle,22,5:40PM,Domain Stadium,2013
646,18.5,2.85,Essendon,53630,24/8/13,Saturday,5735,-18.5,1.45,Carlton,22,7:40PM,MCG,2013
647,5.5,2.17,Gold Coast,17622,25/8/13,Sunday,5736,-5.5,1.72,St Kilda,22,1:10PM,Etihad Stadium,2013
648,-62.5,1.02,Richmond,12314,25/8/13,Sunday,5737,62.5,15,GWS,22,3:15PM,Spotless Stadium,2013
649,10.5,2.4,Western Bulldogs,20130,25/8/13,Sunday,5738,-10.5,1.6,Brisbane,22,4:40PM,Gabba,2013
650,8.5,2.4,North Melbourne,50958,1/9/13,Sunday,5739,-8.5,1.6,Collingwood,23,3:20PM,MCG,2013
651,57.5,14,Brisbane,27467,31/8/13,Saturday,5740,-57.5,1.03,Geelong,23,2:10PM,Simonds Stadium,2013
652,-12.5,1.5,Hawthorn,37980,30/8/13,Friday,5741,12.5,2.6,Sydney,23,7:50PM,ANZ Stadium,2013
653,46.5,9,Melbourne,22176,1/9/13,Sunday,5742,-46.5,1.07,Western Bulldogs,23,4:40PM,Etihad Stadium,2013
654,5.5,2.25,Fremantle,22476,31/8/13,Saturday,5743,-5.5,1.67,St Kilda,23,1:45PM,Etihad Stadium,2013
655,-18.5,1.45,Richmond,60979,31/8/13,Saturday,5744,18.5,2.8,Essendon,23,7:40PM,MCG,2013
656,-1.5,1.91,Adelaide,29416,31/8/13,Saturday,5745,-1.5,1.91,West Coast,23,6:10PM,Domain Stadium,2013
657,48.5,9,GWS,13080,1/9/13,Sunday,5746,-48.5,1.07,Gold Coast,23,1:10PM,Metricon Stadium,2013
658,-1.5,1.93,Carlton,45127,31/8/13,Saturday,5747,-1.5,1.89,Port Adelaide,23,4:10PM,AAMI Stadium,2013
659,22.5,3.65,Sydney,43249,21/9/13,Saturday,5755,-22.5,1.3,Fremantle,Preliminary,5:45PM,Domain Stadium,2013
660,11.5,2.6,Geelong,85569,20/9/13,Friday,5754,-11.5,1.48,Hawthorn,Preliminary,7:50PM,MCG,2013
661,18.5,3.15,Carlton,37980,14/9/13,Saturday,5753,-18.5,1.38,Sydney,Semi,7:45PM,ANZ Stadium,2013
662,28.5,4.8,Port Adelaide,52744,13/9/13,Friday,5752,-28.5,1.2,Geelong,Semi,7:50PM,MCG,2013
663,13.5,2.8,Carlton,94690,8/9/13,Sunday,5751,-13.5,1.47,Richmond,Elimination,3:20PM,MCG,2013
664,16.5,3.15,Fremantle,32815,7/9/13,Saturday,5749,-16.5,1.38,Geelong,Qualifying,2:20PM,Simonds Stadium,2013
665,29.5,4.6,Port Adelaide,51722,7/9/13,Saturday,5750,-29.5,1.21,Collingwood,Elimination,7:45PM,MCG,2013
666,10.5,2.4,Sydney,59615,6/9/13,Friday,5748,-10.5,1.6,Hawthorn,Qualifying,7:50PM,MCG,2013
667,11.5,2.55,Sydney,99683,29/9/12,Saturday,5549,-11.5,1.55,Hawthorn,Grand,2:30PM,MCG,2012
668,-9.5,1.56,Fremantle,37571,14/3/14,Friday,5757,9.5,2.5,Collingwood,1,7:50PM,Etihad Stadium,2014
669,-44.5,1.04,Sydney,17102,15/3/14,Saturday,5758,44.5,12,GWS,1,4:40PM,Spotless Stadium,2014
670,-14.5,1.45,Richmond,19425,15/3/14,Saturday,5759,14.5,2.8,Gold Coast,1,6:40PM,Metricon Stadium,2014
671,6.5,2.2,Port Adelaide,24460,16/3/14,Sunday,5760,-6.5,1.7,Carlton,1,7:40PM,Etihad Stadium,2014
672,19.5,3.25,Adelaide,23622,20/3/14,Thursday,5761,-19.5,1.36,Geelong,1,7:10PM,Simonds Stadium,2014
673,13.5,2.65,Essendon,42332,21/3/14,Friday,5762,-13.5,1.5,North Melbourne,1,7:50PM,Etihad Stadium,2014
674,45.5,8,Brisbane,12430,22/3/14,Saturday,5763,-45.5,1.09,Hawthorn,1,4:40PM,Aurora Stadium,2014
675,-6.5,1.7,Melbourne,31607,22/3/14,Saturday,5764,6.5,2.2,St Kilda,1,7:40PM,Etihad Stadium,2014
676,31.5,5.25,Western Bulldogs,36752,23/3/14,Sunday,5765,-31.5,1.18,West Coast,1,4:40PM,Domain Stadium,2014
677,11.5,2.65,Carlton,62037,27/3/14,Thursday,5766,-11.5,1.51,Richmond,2,7:45PM,MCG,2014
678,-14.5,1.5,Hawthorn,44163,28/3/14,Friday,5767,14.5,2.65,Essendon,2,7:50PM,Etihad Stadium,2014
679,3.5,2.05,GWS,19640,29/3/14,Saturday,5768,-3.5,1.8,St Kilda,2,1:40PM,Etihad Stadium,2014
680,4.5,2.15,Adelaide,50397,29/3/14,Saturday,5769,-4.5,1.74,Port Adelaide,2,4:10PM,Adelaide Oval,2014
681,41.5,8,Gold Coast,35583,29/3/14,Saturday,5770,-41.5,1.09,Fremantle,2,4:40PM,Domain Stadium,2014
682,15.5,2.85,Collingwood,32347,29/3/14,Saturday,5771,-15.5,1.45,Sydney,2,7:40PM,ANZ Stadium,2014
683,-22.5,1.28,Geelong,20933,30/3/14,Sunday,5772,22.5,3.8,Brisbane,2,12:10PM,Gabba,2014
684,-46.5,1.07,West Coast,22226,30/3/14,Sunday,5773,46.5,9,Melbourne,2,3:20PM,MCG,2014
685,-21.5,1.33,North Melbourne,28512,30/3/14,Sunday,5774,21.5,3.35,Western Bulldogs,2,4:40PM,Etihad Stadium,2014
686,5.5,2.15,Fremantle,43583,4/4/14,Friday,5775,-5.5,1.72,Hawthorn,3,7:50PM,MCG,2014
687,-15.5,1.38,Richmond,31724,5/4/14,Saturday,5776,15.5,3.15,Western Bulldogs,3,1:45PM,Etihad Stadium,2014
688,-3.5,1.8,Sydney,47426,5/4/14,Saturday,5777,3.5,2.05,Adelaide,3,1:40PM,Adelaide Oval,2014
689,5.5,2.15,Brisbane,16593,5/4/14,Saturday,5778,-5.5,1.73,Gold Coast,3,3:40PM,Metricon Stadium,2014
690,56.5,11,St Kilda,36448,5/4/14,Saturday,5779,-56.5,1.05,West Coast,3,4:40PM,Domain Stadium,2014
691,-10.5,1.56,Geelong,63152,5/4/14,Saturday,5780,10.5,2.5,Collingwood,3,7:40PM,MCG,2014
