,AFLfantasy,Supercoach,behinds,disposals,freesAgainst,freesFor,gameID,goals,handballs,hitouts,homeAway,i50s,kicks,marks,name,tackles
6652,62,61,0,18,0,0,5240,0,9,0,Home,1,9,3,Thomas Liberatore,2
6653,76,69,1,18,0,2,5240,1,9,0,Home,6,9,2,Luke Dahlhaus,4
6654,91,91,3,17,0,0,5240,1,6,0,Home,4,11,7,Ed Barlow,4
6655,95,94,2,16,2,2,5240,3,5,0,Home,3,11,4,Justin Sherman,6
6656,62,89,0,15,1,0,5240,0,11,12,Home,3,4,5,Ben Hudson,1
6657,74,65,1,13,0,2,5240,1,5,0,Home,0,8,5,Easton Wood,4
6658,46,54,0,12,2,1,5240,0,5,0,Home,1,7,4,Tom Williams,2
6659,70,88,0,12,0,0,5240,0,3,0,Home,0,9,7,Dale Morris,4
6660,51,52,0,12,0,2,5240,0,7,0,Home,2,5,0,Liam Picken,5
6661,33,25,0,11,0,0,5240,0,6,0,Home,1,5,2,Adam Cooney,0
6662,29,31,0,10,2,1,5240,0,4,0,Home,2,6,0,Jayden Schofield,2
6663,63,88,1,8,0,3,5240,1,6,12,Home,0,2,1,Will Minson,5
6664,44,38,3,7,1,3,5240,0,1,0,Home,1,6,3,Liam Jones,3
6665,24,12,1,6,1,0,5240,0,2,0,Home,1,4,2,Nathan Djerrkura,1
6666,116,110,0,29,5,0,5240,0,8,0,Away,3,21,8,Scott Thompson,7
6667,113,108,0,28,2,1,5240,0,10,1,Away,6,18,13,Brad Symes,1
6668,114,114,1,28,1,2,5240,0,13,0,Away,6,15,9,Ricky Henderson,4
6669,96,131,0,22,0,0,5240,1,10,0,Away,2,12,10,Andy Otten,1
6670,77,117,0,20,2,1,5240,0,3,0,Away,1,17,7,Graham Johncock,1
6671,63,60,0,18,1,0,5240,0,12,0,Away,4,6,4,Jared Petrenko,3
6672,63,68,0,17,1,2,5240,0,7,0,Away,2,10,4,Nathan Van Berlo,2
6673,75,82,0,17,1,0,5240,1,5,0,Away,2,12,6,Bernie Vince,2
6674,68,79,0,17,2,0,5240,0,6,0,Away,3,11,7,Matthew Jaensch,2
6675,69,64,0,15,1,1,5240,0,8,1,Away,1,7,7,Michael Doughty,3
6676,57,62,0,15,1,0,5240,0,9,0,Away,0,6,4,Ben Rutten,3
6677,63,61,0,14,2,2,5240,0,2,0,Away,7,12,5,Richard Douglas,3
6678,67,85,1,13,0,2,5240,0,5,0,Away,0,8,2,Patrick Dangerfield,6
6679,85,82,0,12,0,1,5240,0,6,23,Away,1,6,5,Sam Jacobs,4
6680,41,63,1,12,3,1,5240,1,4,0,Away,2,8,2,Rory Sloane,1
6681,77,66,2,11,0,2,5240,3,1,2,Away,3,10,7,Kurt Tippett,0
6682,46,50,0,11,0,1,5240,0,6,0,Away,1,5,2,Luke Thompson,3
6683,56,66,0,10,1,1,5240,1,6,0,Away,1,4,4,Matthew Wright,4
6684,28,31,0,8,3,0,5240,1,3,0,Away,0,5,2,Chris Schmidt,1
6685,35,39,1,6,0,1,5240,0,2,0,Away,0,4,3,Jack Gunston,2
6686,34,31,2,5,2,0,5240,1,0,7,Away,0,5,2,Shaun McKernan,1
6687,20,20,0,4,1,0,5240,1,3,0,Away,2,1,0,Chris Knights,2
6688,132,144,0,38,2,3,5241,0,15,0,Home,7,23,8,Sam Mitchell,3
6689,164,165,0,33,0,2,5241,4,13,0,Home,8,20,12,Shane Savage,4
6690,101,113,0,31,1,0,5241,0,20,0,Home,1,11,9,Grant Birchall,1
6691,109,115,0,30,2,1,5241,1,11,3,Home,3,19,6,Luke Hodge,2
6692,111,115,0,29,1,0,5241,1,9,0,Home,3,20,6,Matthew Suckling,3
6693,114,78,2,27,2,3,5241,0,11,1,Home,2,16,8,Liam Shiels,5
6694,103,87,1,23,0,1,5241,0,11,1,Home,6,12,10,Jordan Lewis,3
6695,79,93,0,22,0,0,5241,0,13,0,Home,0,9,6,Shaun Burgoyne,2
6696,99,107,0,21,0,1,5241,2,8,0,Home,3,13,9,Isaac Smith,1
6697,112,106,2,20,1,1,5241,4,6,0,Home,5,14,6,Luke Breust,4
6698,108,89,4,19,2,2,5241,3,6,0,Home,3,13,9,Lance Franklin,3
6699,92,89,0,18,0,0,5241,0,9,0,Home,3,9,5,Brad Sewell,8
6700,63,72,0,18,0,0,5241,0,7,0,Home,0,11,4,Thomas Murphy,1
6701,54,91,0,18,2,0,5241,0,10,0,Home,0,8,4,Josh Gibson,1
6702,95,85,2,17,0,0,5241,2,2,0,Home,5,15,4,Cyril Rioli,5
6703,78,64,0,17,0,0,5241,0,5,0,Home,1,12,8,Brendan Whitecross,2
6704,68,68,0,17,0,2,5241,0,10,0,Home,0,7,3,Paul Puopolo,4
6705,84,70,0,16,1,0,5241,0,13,19,Home,0,3,7,Max Bailey,3
6706,52,58,0,15,1,1,5241,0,9,0,Home,1,6,6,Jordan Lisle,0
6707,76,66,0,13,1,0,5241,1,3,14,Home,5,10,5,David Hale,2
6708,53,51,0,11,0,0,5241,0,4,0,Home,2,7,4,Rick Ladson,3
6709,29,20,0,5,0,0,5241,1,2,0,Home,3,3,2,Michael Osborne,1
6710,135,144,1,34,1,1,5241,0,13,0,Away,3,21,5,Gary Jnr Ablett,8
6711,83,69,2,22,3,0,5241,0,6,0,Away,7,16,6,Danny Stanley,3
6712,95,89,0,22,0,0,5241,0,5,0,Away,2,17,6,Jarrod Harbrow,4
6713,81,89,0,21,1,0,5241,0,7,0,Away,0,14,8,Nathan Bock,1
6714,95,87,0,21,2,2,5241,0,12,0,Away,1,9,4,Michael Rischitelli,9
6715,85,80,0,21,0,1,5241,0,6,0,Away,1,15,5,Sam Iles,3
6716,65,78,0,18,1,0,5241,0,10,0,Away,1,8,4,Jack Hutchins,3
6717,68,73,0,17,0,1,5241,1,12,0,Away,1,5,2,Maverick Weller,4
6718,61,43,0,16,0,1,5241,0,8,0,Away,0,8,4,Daniel Harris,2
6719,86,76,1,15,0,2,5241,3,5,0,Away,2,10,7,Tom Lynch,1
6720,49,62,0,15,0,1,5241,0,6,0,Away,3,9,3,Trent McKenzie,0
6721,64,71,0,14,1,1,5241,0,4,12,Away,4,10,4,Josh Fraser,1
6722,49,56,0,13,1,0,5241,0,6,0,Away,0,7,5,Campbell Brown,1
6723,63,50,1,13,1,1,5241,1,6,4,Away,2,7,3,Daniel Gorringe,3
6724,62,66,1,12,0,0,5241,2,5,0,Away,2,7,2,Jared Brennan,3
6725,43,56,0,12,1,0,5241,0,5,0,Away,2,7,5,Luke Russell,0
6726,18,42,0,11,3,0,5241,0,9,0,Away,0,2,1,Karmichael Hunt,0
6727,28,28,0,11,2,0,5241,0,9,0,Away,1,2,2,Dion Prestia,1
6728,42,35,1,9,0,2,5241,0,2,0,Away,1,7,2,Nathan Krakouer,2
6729,26,32,0,8,0,2,5241,0,7,0,Away,0,1,1,Matt Shaw,1
6730,27,12,0,8,0,0,5241,0,7,0,Away,0,1,2,Rex Liddy,1
6731,17,21,0,3,0,1,5241,1,2,0,Away,0,1,1,Sam Day,0
6732,98,94,2,29,1,0,5242,0,12,0,Home,2,17,8,Jobe Watson,0
6733,123,127,0,29,2,2,5242,0,11,0,Home,9,18,9,David Zaharakis,6
6734,107,95,3,25,2,1,5242,1,1,0,Home,6,24,7,Brent Stanton,2
6735,82,103,1,22,0,1,5242,0,12,0,Home,4,10,2,Ben Howlett,5
6736,80,83,1,22,1,1,5242,1,7,0,Home,4,15,4,Michael Hibberd,1
6737,103,106,2,19,0,2,5242,4,8,1,Home,4,11,7,Michael Hurley,1
6738,62,59,0,17,0,2,5242,0,6,0,Home,4,11,1,Sam Lonergan,3
6739,70,106,0,16,1,2,5242,0,4,1,Home,3,12,2,David Myers,5
6740,58,60,0,16,1,0,5242,0,11,1,Home,1,5,1,Dyson Heppell,5
6741,46,87,0,15,2,0,5242,0,6,0,Home,2,9,3,Dustin Fletcher,1
6742,87,86,0,13,3,3,5242,3,4,0,Home,2,9,4,Angus Monfries,7
6743,79,85,3,13,0,0,5242,1,7,13,Home,1,6,7,Patrick Ryder,1
6744,60,74,1,13,2,1,5242,1,6,1,Home,2,7,4,Stewart Crameri,3
6745,46,68,0,12,2,2,5242,0,2,0,Home,5,10,0,Mark McVeigh,4
6746,45,49,0,12,1,0,5242,0,9,0,Home,0,3,3,Brent Prismall,3
6747,42,57,1,12,2,1,5242,0,5,0,Home,3,7,1,Leroy Jetta,3
6748,64,76,1,11,2,2,5242,0,5,23,Home,2,6,4,Tom Bellchambers,1
6749,79,74,1,10,1,1,5242,1,3,1,Home,2,7,6,Jake Melksham,7
6750,38,36,0,8,1,0,5242,0,3,0,Home,0,5,4,Kyle Hardingham,2
6751,16,26,0,6,1,0,5242,0,3,0,Home,2,3,0,Cale Hooker,1
6752,21,16,1,5,0,0,5242,0,2,0,Home,1,3,1,Heath Hocking,1
6753,19,17,0,5,2,0,5242,0,2,0,Home,1,3,0,Tayte Pears,3
6754,117,122,0,35,0,5,5242,0,13,0,Away,2,22,4,Brady Rawlings,2
6755,99,122,2,27,2,1,5242,1,9,0,Away,8,18,4,Brent Harvey,3
6756,113,141,1,27,1,2,5242,0,13,0,Away,3,14,3,Andrew Swallow,9
6757,73,111,1,23,2,0,5242,1,9,2,Away,5,14,2,Daniel Wells,1
6758,82,65,0,20,2,1,5242,0,10,0,Away,5,10,3,Levi Greenwood,7
6759,60,79,0,18,1,3,5242,0,8,0,Away,2,10,2,Scott Thompson,2
6760,50,73,0,17,0,2,5242,0,7,0,Away,2,10,0,Shaun Atley,1
6761,66,65,1,16,3,2,5242,0,7,1,Away,3,9,2,Jack Ziebell,6
6762,66,80,0,16,1,1,5242,1,8,0,Away,2,8,2,Ryan Bastinac,4
6763,63,67,0,14,0,0,5242,0,7,0,Away,3,7,8,Aaron Edwards,1
6764,94,114,1,13,0,2,5242,3,2,4,Away,3,11,8,Drew Petrie,2
6765,48,53,0,13,0,1,5242,0,4,1,Away,4,9,1,Liam Anthony,2
6766,63,64,0,12,1,1,5242,1,6,0,Away,2,6,3,Michael Firrito,5
6767,48,68,0,12,1,0,5242,0,3,0,Away,2,9,2,Scott McMahon,3
6768,70,94,1,12,1,0,5242,4,2,0,Away,3,10,2,Lindsay Thomas,2
6769,84,112,1,12,0,1,5242,3,1,1,Away,3,11,8,Cameron Pedersen,1
6770,50,58,0,11,2,0,5242,0,4,0,Away,0,7,5,Nathan Grima,3
6771,73,92,0,10,2,1,5242,0,5,28,Away,1,5,3,Todd Goldstein,4
6772,38,32,0,8,1,1,5242,0,5,0,Away,0,3,3,Luke Delaney,3
6773,33,25,0,8,0,0,5242,0,3,0,Away,0,5,0,Ben Cunnington,3
6774,41,42,0,7,1,2,5242,3,3,0,Away,0,4,2,Samuel Wright,0
6775,45,44,0,6,0,1,5242,0,5,0,Away,2,1,1,Leigh Adams,7
6776,103,120,0,27,1,2,5243,0,11,0,Home,4,16,10,Tom Rockliff,1
6777,118,134,0,25,2,2,5243,2,11,0,Home,3,14,6,Jack Redden,7
6778,120,135,0,23,2,3,5243,0,9,34,Home,8,14,7,Matthew Leuenberger,2
6779,62,80,0,22,2,2,5243,0,14,0,Home,2,8,2,Simon Black,2
6780,68,81,0,19,0,1,5243,1,10,0,Home,4,9,2,Ryan Harwood,2
6781,53,45,0,18,4,0,5243,0,7,0,Home,5,11,2,Daniel Rich,3
6782,54,86,0,17,0,1,5243,0,11,0,Home,1,6,3,Luke Power,1
6783,73,68,0,17,0,1,5243,1,7,0,Home,4,10,6,Rohan Bewick,1
6784,60,64,0,15,0,0,5243,1,6,0,Home,2,9,5,Pearce Hanley,0
6785,71,77,0,14,2,3,5243,1,4,1,Home,3,10,3,James Polkinghorne,5
6786,43,46,0,13,2,2,5243,0,6,0,Home,3,7,2,Sam Sheldon,2
6787,80,107,1,13,1,1,5243,2,5,0,Home,3,8,5,Todd Banfield,5
6788,62,82,2,12,1,4,5243,2,4,0,Home,4,8,5,Jonathan Brown,0
6789,44,44,2,12,0,0,5243,0,5,0,Home,1,7,1,Joshua Green,2
6790,43,45,0,11,0,0,5243,0,5,0,Home,2,6,5,Josh Drummond,0
6791,48,55,1,10,1,0,5243,0,4,0,Home,1,6,4,Tom Collier,3
6792,28,57,0,9,2,5,5243,0,5,0,Home,0,4,1,Matthew Maguire,1
6793,38,21,0,9,3,1,5243,0,1,0,Home,1,8,4,Ashley McGrath,2
6794,39,38,0,9,0,0,5243,0,5,0,Home,0,4,3,Mitchell Golby,2
6795,41,43,1,7,1,1,5243,2,1,1,Home,0,6,3,Mitchell Clark,0
6796,25,56,0,7,0,0,5243,0,6,0,Home,0,1,2,Joel Patfull,1
6797,45,47,0,6,0,0,5243,2,1,0,Home,0,5,4,Patrick Karnezis,1
6798,102,137,0,30,3,2,5243,1,14,1,Away,5,16,6,Trent Cotchin,2
6799,103,133,1,24,0,0,5243,0,4,0,Away,6,20,10,Bachar Houli,1
6800,73,86,1,22,3,3,5243,0,12,0,Away,4,10,0,Daniel Jackson,6
6801,97,102,1,22,1,2,5243,1,11,0,Away,4,11,4,Nathan Foley,6
6802,108,155,1,22,0,1,5243,5,5,0,Away,5,17,1,Dustin Martin,3
6803,89,71,0,21,1,0,5243,1,10,0,Away,4,11,7,Shaun Grigg,3
6804,79,114,1,19,0,0,5243,1,5,0,Away,11,14,4,Brett Deledio,2
6805,66,91,0,18,0,0,5243,0,5,0,Away,0,13,3,Chris Newman,2
6806,59,82,0,18,2,1,5243,0,9,0,Away,2,9,5,Reece Conca,1
6807,54,58,2,16,2,2,5243,0,5,0,Away,6,11,3,Jake King,1
6808,64,44,0,14,1,2,5243,0,4,0,Away,2,10,5,Shane Edwards,3
6809,102,112,3,14,2,1,5243,4,5,4,Away,1,9,9,Tyrone Vickery,3
6810,71,87,3,13,4,2,5243,2,1,0,Away,2,12,8,Jack Riewoldt,1
6811,80,106,1,13,2,5,5243,1,5,0,Away,2,8,4,Robin Nahas,7
6812,64,94,0,13,2,2,5243,0,11,16,Away,2,2,4,Andrew Browne,3
6813,34,62,0,11,3,0,5243,0,5,0,Away,0,6,5,Alex Rance,0
6814,47,54,0,10,0,0,5243,0,6,0,Away,2,4,1,Mitch Farmer,5
6815,31,37,0,8,0,0,5243,0,5,0,Away,0,3,4,Jayden Post,0
6816,39,44,2,6,2,2,5243,2,1,3,Away,1,5,3,Brad Miller,0
6817,18,29,0,6,0,0,5243,0,3,0,Away,1,3,1,Tom Hislop,0
6818,37,28,0,6,0,0,5243,0,2,0,Away,0,4,3,Jeromey Webberley,3
6819,19,44,0,5,1,0,5243,0,4,0,Away,0,1,1,Luke McGuane,2
6820,133,134,0,32,0,2,5244,0,12,3,Home,4,20,4,Nick Dal Santo,8
6821,120,123,0,30,1,4,5244,1,19,0,Home,2,11,2,Clinton Jones,9
6822,120,139,0,27,1,0,5244,0,8,1,Home,4,19,11,Sam Fisher,4
6823,56,84,0,24,2,2,5244,0,17,1,Home,3,7,0,Brendon Goddard,1
6824,88,70,0,24,0,1,5244,0,11,0,Home,2,13,6,Jason Gram,2
6825,114,110,0,24,0,0,5244,2,9,0,Home,5,15,9,Brett Peake,3
6826,65,87,0,23,2,1,5244,0,15,0,Home,3,8,4,Sam Gilbert,1
6827,77,83,0,23,1,1,5244,1,12,0,Home,3,11,4,Jack Steven,1
6828,81,65,0,18,4,1,5244,3,6,0,Home,2,12,6,David Armitage,2
6829,52,93,0,17,1,3,5244,0,6,0,Home,1,11,1,James Gwilt,1
6830,92,93,0,16,0,1,5244,2,6,2,Home,2,10,5,Farren Ray,5
6831,68,65,1,16,0,1,5244,1,10,0,Home,2,6,6,Ryan Gamble,1
6832,117,135,1,15,0,1,5244,0,9,37,Home,1,6,6,Ben McEvoy,6
6833,44,51,0,13,1,0,5244,0,11,0,Home,0,2,1,Steven Baker,4
6834,50,48,0,13,0,0,5244,0,6,0,Home,2,7,3,Adam Schneider,2
6835,44,49,1,10,0,0,5244,0,4,0,Home,3,6,3,Stephen Milne,2
6836,53,67,1,9,1,2,5244,1,4,4,Home,2,5,4,Justin Koschitzke,2
6837,45,49,0,9,0,0,5244,0,2,0,Home,3,7,0,Leigh Montagna,5
6838,29,32,2,7,0,0,5244,0,4,1,Home,1,3,3,Nick Riewoldt,0
6839,27,52,0,6,1,1,5244,0,5,2,Home,0,1,2,Zac Dawson,2
6840,25,28,0,5,1,0,5244,0,3,0,Home,1,2,0,Sean Dempster,4
6841,24,23,0,4,0,0,5244,0,3,0,Home,0,1,1,Raphael Clarke,3
6842,87,92,0,29,3,0,5244,0,15,4,Away,8,14,4,Joel Corey,2
6843,106,106,0,25,3,1,5244,2,8,0,Away,2,17,9,Paul Chapman,2
6844,105,103,0,25,1,2,5244,1,12,0,Away,2,13,7,Cameron Ling,4
6845,72,83,0,25,0,0,5244,0,17,0,Away,3,8,2,Steve Johnson,2
6846,105,109,1,25,1,3,5244,2,15,0,Away,2,10,4,Mathew Stokes,5
6847,86,99,0,22,0,1,5244,0,6,0,Away,2,16,7,Corey Enright,1
6848,90,79,0,22,1,2,5244,0,6,0,Away,6,16,9,Andrew Mackie,1
6849,72,70,1,20,1,1,5244,0,9,0,Away,3,11,2,James Kelly,4
6850,60,76,0,18,0,0,5244,0,9,0,Away,3,9,5,David Wojcinski,0
6851,92,85,2,17,1,1,5244,2,3,1,Away,3,14,9,James Podsiadly,1
6852,90,95,0,16,2,1,5244,1,12,25,Away,2,4,4,Brad Ottens,4
6853,78,103,0,16,0,1,5244,0,3,0,Away,0,13,8,Harry Taylor,2
6854,74,60,2,16,2,1,5244,1,6,0,Away,5,10,3,Mitchell Duncan,5
6855,80,102,1,15,0,0,5244,0,5,0,Away,0,10,9,Matthew Scarlett,3
6856,91,85,1,15,2,1,5244,4,4,0,Away,5,11,6,Daniel Menzel,3
6857,57,61,0,14,0,0,5244,0,8,0,Away,1,6,5,Darren Milburn,2
6858,38,25,0,12,2,0,5244,0,5,0,Away,0,7,3,Josh Hunt,1
6859,45,50,0,12,0,0,5244,0,4,0,Away,3,8,3,Travis Varcoe,1
6860,40,48,0,11,0,1,5244,0,4,0,Away,1,7,2,Taylor Hunt,1
6861,49,68,0,8,0,1,5244,2,4,10,Away,2,4,2,Nathan Vardy,0
6862,11,22,0,4,1,0,5244,0,2,0,Away,0,2,0,Tom Lonergan,1
6863,2,4,0,2,1,0,5244,0,1,0,Away,1,1,0,Jimmy Bartel,0
6864,69,93,0,28,2,2,5245,0,26,0,Home,1,2,1,Jordie McKenzie,3
6865,82,89,0,26,0,2,5245,0,17,0,Home,0,9,1,Tom Scully,4
6866,92,80,0,25,0,0,5245,1,10,0,Home,5,15,7,Nathan Jones,0
6867,106,128,1,24,0,1,5245,3,16,0,Home,0,8,6,Jack Watts,3
6868,86,99,0,23,0,0,5245,0,7,0,Home,5,16,0,Brent Moloney,6
6869,80,98,0,22,0,0,5245,1,8,0,Home,1,14,4,James Frawley,1
6870,73,91,2,22,0,2,5245,0,11,1,Home,2,11,3,Cale Morton,1
6871,114,137,0,21,2,1,5245,3,4,10,Home,5,17,8,Stefan Martin,2
6872,105,107,1,21,0,1,5245,2,8,0,Home,3,13,12,Jeremy Howe,0
6873,90,93,0,21,2,1,5245,1,8,0,Home,5,13,6,Daniel Nicholson,4
6874,117,137,4,19,0,3,5245,5,4,0,Home,4,15,5,Brad Green,3
6875,74,86,0,19,1,0,5245,0,8,0,Home,0,11,8,Joel Macdonald,1
6876,78,103,1,18,1,1,5245,1,7,1,Home,7,11,3,Colin Sylvia,4
6877,87,89,1,18,2,1,5245,1,5,0,Home,9,13,8,Ricky Petterd,3
6878,49,67,0,17,0,0,5245,0,9,0,Home,0,8,1,James Strauss,1
6879,77,83,1,16,1,1,5245,1,8,0,Home,5,8,4,Jack Trengove,5
6880,81,64,2,14,0,1,5245,2,3,0,Home,1,11,5,Liam Jurrah,3
6881,58,41,1,13,2,0,5245,0,4,0,Home,0,9,4,Clint Bartram,4
6882,47,68,0,13,0,0,5245,0,7,0,Home,1,6,5,Colin Garland,0
6883,31,42,0,10,0,0,5245,0,9,0,Home,0,1,2,Jared Rivers,1
6884,63,80,0,5,1,0,5245,1,2,22,Home,1,3,3,Max Gawn,4
6885,3,6,0,2,1,1,5245,0,1,0,Home,2,1,0,Jamie Bennell,0
6886,98,69,3,25,2,1,5245,0,15,0,Away,1,10,8,Michael Barlow,4
6887,81,84,2,23,1,1,5245,0,10,0,Away,2,13,2,Paul Duffield,4
6888,91,108,0,23,0,1,5245,0,11,0,Away,6,12,4,Nathan Fyfe,5
6889,68,101,0,19,0,0,5245,0,12,0,Away,0,7,5,Garrick Ibbotson,2
6890,74,92,1,19,0,0,5245,0,8,0,Away,4,11,4,Tendai Mzungu,3
6891,88,90,1,17,1,1,5245,1,7,0,Away,3,10,5,Matthew Pavlich,6
6892,75,89,0,16,0,0,5245,2,10,0,Away,1,6,7,Christopher Mayne,1
6893,57,60,0,15,1,0,5245,1,9,0,Away,0,6,6,Luke McPharlin,0
6894,62,60,0,15,2,0,5245,0,9,0,Away,1,6,4,Nick Lower,5
6895,56,39,0,15,0,1,5245,0,8,0,Away,0,7,2,Jesse Crichton,3
6896,53,55,1,14,1,0,5245,0,4,0,Away,4,10,3,Stephen Hill,2
6897,46,54,0,14,2,0,5245,0,6,0,Away,4,8,0,Greg Broughton,4
6898,73,89,2,13,1,1,5245,3,7,0,Away,1,6,5,Michael Johnson,2
6899,51,61,0,13,1,2,5245,0,8,7,Away,3,5,2,Zachary Clarke,2
6900,46,41,0,13,0,1,5245,0,5,0,Away,2,8,1,Jay Van Berlo,2
6901,30,38,0,12,2,1,5245,0,8,0,Away,2,4,1,Clayton Hinkley,1
6902,39,26,0,12,2,0,5245,0,6,0,Away,1,6,1,Matthew De Boer,3
6903,43,58,0,12,1,2,5245,1,10,0,Away,1,2,0,Clancee Pearce,3
6904,71,99,0,11,1,0,5245,0,5,29,Away,3,6,3,Jonathon Griffin,2
6905,49,24,0,11,0,2,5245,0,2,0,Away,2,9,4,Benjamin Bucovaz,1
6906,53,61,0,10,0,1,5245,0,4,0,Away,4,6,2,Ryan Crowley,5
6907,16,20,0,4,0,0,5245,0,2,0,Away,0,2,2,Antoni Grover,0
6908,127,124,1,30,0,0,5246,1,8,0,Home,2,22,10,Bryce Gibbs,2
6909,129,138,1,29,0,6,5246,2,13,0,Home,1,16,4,Marc Murphy,6
6910,91,80,1,24,0,0,5246,0,9,0,Home,4,15,5,Heath Scotland,3
6911,133,150,1,24,1,3,5246,2,11,13,Home,5,13,6,Matthew Kreuzer,7
6912,85,92,0,23,1,1,5246,1,13,0,Home,6,10,3,Chris Judd,4
6913,77,84,0,22,1,0,5246,1,9,0,Home,3,13,3,Christopher Yarran,2
6914,102,106,0,22,1,1,5246,1,7,4,Home,2,15,5,Mitch Robinson,5
6915,111,114,1,19,0,2,5246,2,3,0,Home,4,16,10,Andrew Walker,3
6916,88,100,0,19,0,2,5246,0,6,0,Home,2,13,5,Andrew Carrazzo,5
6917,78,87,0,18,0,1,5246,0,6,0,Home,0,12,7,Michael Jamison,2
6918,79,75,1,17,1,0,5246,0,5,0,Home,4,12,5,Kade Simpson,5
6919,76,82,0,15,0,2,5246,0,6,0,Home,1,9,5,Jordan Russell,5
6920,57,74,0,12,1,2,5246,0,6,0,Home,0,6,4,Bret Thornton,4
6921,61,57,2,12,0,0,5246,0,4,0,Home,1,8,5,Eddie Betts,3
6922,73,62,0,12,0,0,5246,0,4,0,Home,3,8,3,Edward Curnow,8
6923,39,40,0,11,0,0,5246,0,3,0,Home,0,8,3,Zach Tuohy,0
6924,67,55,0,11,0,0,5246,0,5,0,Home,0,6,5,Nicholas Duigan,6
6925,26,24,0,8,0,0,5246,0,6,0,Home,1,2,0,Ryan Houlihan,2
6926,46,62,0,8,3,0,5246,0,7,17,Home,0,1,3,Shaun Hampson,3
6927,43,48,0,8,0,0,5246,1,5,1,Home,1,3,3,Lachlan Henderson,2
6928,50,60,0,8,1,2,5246,2,4,0,Home,2,4,1,Jeff Garlett,4
6929,55,60,0,6,1,2,5246,2,2,0,Home,0,4,0,David Ellard,7
6930,104,104,1,26,2,1,5246,0,10,0,Away,8,16,4,Josh P. Kennedy,7
6931,88,103,0,25,2,0,5246,0,16,0,Away,4,9,1,Ryan O'Keefe,8
6932,72,83,0,23,0,0,5246,0,11,0,Away,3,12,2,Daniel Hannebery,2
6933,90,85,0,20,1,0,5246,1,13,0,Away,1,7,4,Jude Bolton,7
6934,90,85,0,20,1,0,5246,0,6,0,Away,0,14,9,Heath Grundy,3
6935,84,81,0,20,2,1,5246,0,2,0,Away,2,18,9,Alex Johnson,1
6936,66,87,0,19,1,1,5246,0,8,0,Away,1,11,5,Nick Smith,1
6937,91,104,0,18,2,0,5246,2,8,0,Away,4,10,9,Adam Goodes,3
6938,63,81,0,18,1,1,5246,0,11,0,Away,1,7,2,Tadhg Kennelly,4
6939,46,46,0,15,2,0,5246,0,7,0,Away,2,8,2,Jarrad McVeigh,2
6940,75,72,2,15,0,1,5246,0,6,0,Away,2,9,7,Sam Reid,3
6941,49,59,0,14,3,0,5246,1,6,0,Away,1,8,4,Rhyce Shaw,1
6942,61,60,0,14,1,0,5246,0,6,0,Away,0,8,8,Ted Richards,1
6943,66,74,0,14,0,1,5246,2,4,0,Away,3,10,1,Kieren Jack,3
6944,63,64,2,13,0,1,5246,1,3,0,Away,6,10,2,Ben McGlynn,3
6945,55,53,0,10,0,0,5246,0,4,0,Away,1,6,3,Martin Mattner,5
6946,51,50,1,10,2,0,5246,1,3,0,Away,0,7,5,Nick Malceski,2
6947,67,58,0,10,0,1,5246,1,4,0,Away,2,6,2,Craig Bird,7
6948,32,48,0,8,0,0,5246,0,4,3,Away,2,4,3,Lewis R-Thomson,0
6949,66,69,0,8,3,1,5246,0,2,28,Away,1,6,4,Shane Mumford,3
6950,33,46,0,2,1,1,5246,0,0,14,Away,1,2,1,Mark Seaby,3
6951,17,15,0,2,0,1,5246,1,0,0,Away,1,2,0,Lewis Jetta,1
6952,128,106,2,28,2,0,5247,1,12,1,Home,1,16,7,Matthew Priddis,8
6953,75,92,2,27,1,1,5247,0,17,0,Home,4,10,1,Daniel Kerr,2
6954,95,113,1,25,0,2,5247,0,10,0,Home,6,15,5,Matthew Rosa,3
6955,93,122,0,25,2,0,5247,3,8,0,Home,7,17,2,Shannon Hurn,2
6956,71,68,0,23,2,1,5247,0,12,0,Home,1,11,5,Tom Swift,1
6957,73,89,0,22,1,2,5247,0,8,0,Home,8,14,0,Luke Shuey,4
6958,86,84,0,20,2,1,5247,1,11,0,Home,1,9,4,Scott Selwood,6
6959,105,106,3,19,1,0,5247,4,2,0,Home,4,17,6,Mark Lecras,2
6960,88,78,1,17,1,2,5247,0,3,0,Home,2,14,4,Andrew Embley,7
6961,60,75,1,17,1,1,5247,0,8,0,Home,5,9,6,Quinten Lynch,0
6962,58,76,0,17,1,0,5247,0,11,0,Home,1,6,3,Patrick McGinnity,3
6963,53,49,0,15,2,1,5247,1,7,0,Home,3,8,2,Adam Selwood,2
6964,57,64,0,15,0,0,5247,0,8,0,Home,0,7,4,Ashley Smith,2
6965,91,105,1,14,1,3,5247,0,7,39,Home,2,7,4,Dean Cox,1
6966,66,68,0,14,0,0,5247,0,3,0,Home,0,11,5,Sam Butler,3
6967,76,96,1,14,1,0,5247,3,7,0,Home,3,7,3,Joshua Kennedy,4
6968,42,48,0,13,0,0,5247,0,9,0,Home,0,4,4,Darren Glass,0
6969,54,56,2,13,1,0,5247,0,6,0,Home,1,7,2,Mark Nicoski,4
6970,61,64,0,12,0,0,5247,0,5,0,Home,1,7,6,Will Schofield,3
6971,70,73,1,11,1,1,5247,1,5,11,Home,2,6,2,Nicholas Naitanui,5
