,AFLfantasy,Supercoach,disposals,gameID,homeAway,name
5696,51,36,10,5090,Home,Mitchell Duncan
5697,42,28,5,5090,Home,Mark Blake
5698,145,133,33,5090,Away,Brent Stanton
5699,75,81,22,5090,Away,Andrew Welsh
5700,98,82,22,5090,Away,Brent Prismall
5701,82,99,19,5090,Away,David Zaharakis
5702,76,74,18,5090,Away,Jobe Watson
5703,61,53,17,5090,Away,David Hille
5704,58,53,17,5090,Away,Jason Winderlich
5705,84,93,17,5090,Away,Heath Hocking
5706,68,86,17,5090,Away,Cale Hooker
5707,64,95,16,5090,Away,Dustin Fletcher
5708,82,86,16,5090,Away,Angus Monfries
5709,68,54,16,5090,Away,Courtenay Dempsey
5710,66,64,16,5090,Away,Tayte Pears
5711,74,62,16,5090,Away,Ben Howlett
5712,72,37,14,5090,Away,Rick Dyson
5713,80,92,14,5090,Away,Kyle Reimers
5714,60,66,11,5090,Away,Henry Slattery
5715,69,64,11,5090,Away,Patrick Ryder
5716,37,45,10,5090,Away,Alwyn Davey
5717,42,50,9,5090,Away,Jay Neagle
5718,25,36,8,5090,Away,Mark Williams
5719,17,18,3,5090,Away,Scott Gumbleton
5720,88,82,23,5091,Home,Cameron Bruce
5721,86,99,23,5091,Home,James Frawley
5722,65,46,23,5091,Home,Jack Trengove
5723,86,90,22,5091,Home,Brent Moloney
5724,99,100,21,5091,Home,James McDonald
5725,63,61,21,5091,Home,Joel Macdonald
5726,93,85,21,5091,Home,Jack Grimes
5727,61,66,20,5091,Home,Tom Scully
5728,59,76,18,5091,Home,Nathan Jones
5729,57,82,17,5091,Home,Jared Rivers
5730,69,62,17,5091,Home,Aaron Davey
5731,87,74,16,5091,Home,Lynden Dunn
5732,60,43,15,5091,Home,Matthew Bate
5733,105,99,15,5091,Home,Jordie McKenzie
5734,88,81,14,5091,Home,Brad Green
5735,58,49,13,5091,Home,Jamie Bennell
5736,79,103,11,5091,Home,Mark Jamar
5737,33,63,11,5091,Home,Matthew Warnock
5738,80,68,10,5091,Home,Ricky Petterd
5739,45,23,9,5091,Home,Brad Miller
5740,46,14,9,5091,Home,James Strauss
5741,9,4,2,5091,Home,Jake Spencer
5742,142,121,34,5091,Away,Luke Hodge
5743,112,107,27,5091,Away,Sam Mitchell
5744,109,108,27,5091,Away,Jordan Lewis
5745,106,90,27,5091,Away,Grant Birchall
5746,83,99,22,5091,Away,Josh Gibson
5747,84,85,22,5091,Away,Matthew Suckling
5748,86,91,21,5091,Away,Rick Ladson
5749,86,92,21,5091,Away,Thomas Murphy
5750,84,99,21,5091,Away,Xavier Ellis
5751,94,66,20,5091,Away,Ryan Schoenmakers
5752,79,83,17,5091,Away,Jarryd Morton
5753,67,71,17,5091,Away,Carl Peterson
5754,65,54,17,5091,Away,Jarrod KThomson
5755,80,81,16,5091,Away,Garry Moss
5756,62,79,15,5091,Away,Brent Guerra
5757,81,73,15,5091,Away,Stephen Gilham
5758,70,65,15,5091,Away,Liam Shiels
5759,91,79,14,5091,Away,Jarryd Roughead
5760,87,73,14,5091,Away,Rhan Hooper
5761,94,110,12,5091,Away,Campbell Brown
5762,47,37,10,5091,Away,Michael Osborne
5763,54,66,9,5091,Away,Brent Renouf
5764,121,125,31,5092,Home,Jared Brennan
5765,114,147,28,5092,Home,Michael Rischitelli
5766,74,96,27,5092,Home,Simon Black
5767,89,97,24,5092,Home,Josh Drummond
5768,92,97,23,5092,Home,Travis Johnstone
5769,96,78,23,5092,Home,Justin Sherman
5770,138,130,22,5092,Home,Jonathan Brown
5771,95,132,20,5092,Home,Luke Power
5772,106,58,18,5092,Home,Brendan Fevola
5773,52,54,18,5092,Home,Daniel Rich
5774,75,73,18,5092,Home,Jack Redden
5775,82,50,17,5092,Home,Todd Banfield
5776,64,83,16,5092,Home,Ashley McGrath
5777,67,76,16,5092,Home,Matthew Leuenberger
5778,69,74,14,5092,Home,Matthew Maguire
5779,52,54,14,5092,Home,Andrew Raines
5780,31,35,13,5092,Home,Joel Patfull
5781,76,94,12,5092,Home,Brent Staker
5782,46,51,9,5092,Home,Mitchell Clark
5783,30,28,8,5092,Home,Jed Adcock
5784,13,14,4,5092,Home,Amon Buchanan
5785,25,45,3,5092,Home,Daniel Merrett
5786,108,88,31,5092,Away,Adam Selwood
5787,95,86,29,5092,Away,Matthew Priddis
5788,77,89,27,5092,Away,Daniel Kerr
5789,113,108,26,5092,Away,Sam Butler
5790,83,110,25,5092,Away,Andrew Embley
5791,76,76,24,5092,Away,Patrick McGinnity
5792,72,78,21,5092,Away,Beau Waters
5793,80,106,20,5092,Away,Shannon Hurn
5794,95,75,20,5092,Away,Brad Ebert
5795,54,66,18,5092,Away,Mitchell Brown
5796,51,54,18,5092,Away,Chris Masten
5797,85,83,18,5092,Away,Luke Shuey
5798,69,58,17,5092,Away,Mark Nicoski
5799,88,87,16,5092,Away,Quinten Lynch
5800,78,77,16,5092,Away,Joshua Kennedy
5801,53,72,13,5092,Away,Brett Jones
5802,58,65,11,5092,Away,Mark Lecras
5803,54,69,11,5092,Away,Nicholas Naitanui
5804,32,18,11,5092,Away,Tom Swift
5805,52,50,7,5092,Away,Dean Cox
5806,46,63,7,5092,Away,Eric MacKenzie
5807,24,31,6,5092,Away,Darren Glass
5808,123,117,33,5093,Home,Ryan OKeefe
5809,108,128,29,5093,Home,Jarrad McVeigh
5810,108,90,28,5093,Home,Tadhg Kennelly
5811,106,139,25,5093,Home,Nick Malceski
5812,94,106,23,5093,Home,Jude Bolton
5813,81,70,21,5093,Home,Kieren Jack
5814,64,55,20,5093,Home,Rhyce Shaw
5815,65,73,20,5093,Home,Heath Grundy
5816,70,100,19,5093,Home,Jarred Moore
5817,49,52,18,5093,Home,Craig Bolton
5818,61,61,18,5093,Home,Josh P Kennedy
5819,86,98,16,5093,Home,Adam Goodes
5820,74,82,16,5093,Home,Brett Kirk
5821,82,82,14,5093,Home,Mark Seaby
5822,52,48,12,5093,Home,Lewis Jetta
5823,52,41,11,5093,Home,Ted Richards
5824,29,47,11,5093,Home,Ben McGlynn
5825,51,51,10,5093,Home,Daniel Bradshaw
5826,35,55,10,5093,Home,Lewis RThomson
5827,39,52,9,5093,Home,Martin Mattner
5828,66,76,9,5093,Home,Shane Mumford
5829,37,38,7,5093,Home,Jesse White
5830,100,115,26,5093,Away,Leigh Montagna
5831,88,131,23,5093,Away,Brendon Goddard
5832,108,163,22,5093,Away,Nick Riewoldt
5833,77,78,22,5093,Away,Nick Dal Santo
5834,99,71,21,5093,Away,Lenny Hayes
5835,103,116,21,5093,Away,Sam Gilbert
5836,92,113,20,5093,Away,Jason Blake
5837,68,71,17,5093,Away,Jason Gram
5838,70,81,17,5093,Away,Clinton Jones
5839,76,97,16,5093,Away,Farren Ray
5840,75,77,16,5093,Away,Andrew McQualter
5841,55,62,15,5093,Away,James Gwilt
5842,60,75,15,5093,Away,Jarryn Geary
5843,57,67,14,5093,Away,Brett Peake
5844,57,59,12,5093,Away,Adam Schneider
5845,53,38,11,5093,Away,Stephen Milne
5846,37,22,10,5093,Away,Zac Dawson
5847,49,43,10,5093,Away,David Armitage
5848,52,55,9,5093,Away,Justin Koschitzke
5849,41,48,8,5093,Away,Steven Baker
5850,39,30,7,5093,Away,Steven King
5851,34,25,7,5093,Away,Ben McEvoy
5852,131,173,39,5094,Home,Kane Cornes
5853,98,99,24,5094,Home,Travis Boak
5854,82,104,22,5094,Home,Steven Salopek
5855,72,115,19,5094,Home,Domenic Cassisi
5856,111,106,19,5094,Home,Brett Ebert
5857,68,45,19,5094,Home,Jacob Surjan
5858,87,100,19,5094,Home,Matt Thomas
5859,88,105,18,5094,Home,Danyle Pearce
5860,79,90,18,5094,Home,Mitchell Banner
5861,58,86,17,5094,Home,Chad Cornes
5862,77,72,17,5094,Home,Paul Stewart
5863,44,59,15,5094,Home,Nathan Krakouer
5864,54,42,14,5094,Home,Andrew Moore
5865,71,56,13,5094,Home,Warren Tredrea
5866,59,86,13,5094,Home,Jason Davenport
5867,63,75,13,5094,Home,Cameron Hitchcock
5868,65,81,11,5094,Home,Jay Schulz
5869,59,67,10,5094,Home,Justin Westhoff
5870,28,38,9,5094,Home,Alipate Carlile
5871,40,42,9,5094,Home,Jackson Trengove
5872,64,42,6,5094,Home,Dean Brogan
5873,46,38,5,5094,Home,Scott Harding
5874,132,114,26,5094,Away,Liam Anthony
5875,83,82,25,5094,Away,Brady Rawlings
5876,93,110,23,5094,Away,Brent Harvey
5877,88,75,23,5094,Away,Lachlan Hansen
5878,80,86,23,5094,Away,Ryan Bastinac
5879,92,110,22,5094,Away,Jack Ziebell
5880,59,94,20,5094,Away,Michael Firrito
5881,67,70,19,5094,Away,Matt Campbell
5882,69,109,18,5094,Away,Scott McMahon
5883,56,55,18,5094,Away,Gavin Urquhart
5884,66,74,18,5094,Away,Ben Ross
5885,71,62,17,5094,Away,Leigh Harding
5886,61,60,16,5094,Away,Daniel Wells
5887,87,53,14,5094,Away,Todd Goldstein
5888,46,63,13,5094,Away,Samuel Wright
5889,88,84,12,5094,Away,Hamish McIntosh
5890,83,41,12,5094,Away,Lindsay Thomas
5891,61,49,12,5094,Away,Ben Warren
5892,61,64,12,5094,Away,Leigh Adams
5893,56,43,10,5094,Away,Andrew Swallow
5894,40,40,10,5094,Away,Scott Thompson
5895,38,40,4,5094,Away,David Hale
5896,128,106,38,5095,Home,Matthew Boyd
5897,107,135,29,5095,Home,Daniel Cross
5898,82,87,26,5095,Home,Adam Cooney
5899,111,130,23,5095,Home,Robert Murphy
5900,85,104,23,5095,Home,Shaun Higgins
5901,74,42,22,5095,Home,Jarrod Harbrow
5902,72,66,19,5095,Home,Ryan Griffen
5903,65,75,17,5095,Home,Lindsay Gilbee
5904,70,62,17,5095,Home,Will Minson
5905,54,48,16,5095,Home,Andrejs Everitt
5906,63,71,15,5095,Home,Jason Akermanis
5907,63,63,14,5095,Home,Mitch Hahn
5908,49,70,14,5095,Home,Ryan Hargrave
5909,63,63,13,5095,Home,Daniel Giansiracusa
5910,59,44,13,5095,Home,Brad Johnson
5911,73,61,13,5095,Home,Josh Hill
5912,55,69,12,5095,Home,Brian Lake
5913,50,32,12,5095,Home,Tom Williams
5914,52,65,11,5095,Home,Ben Hudson
5915,32,15,9,5095,Home,Dylan Addison
5916,38,42,9,5095,Home,Liam Picken
5917,55,60,7,5095,Home,Barry Hall
5918,143,139,36,5095,Away,Heath Shaw
5919,143,145,31,5095,Away,Dane Swan
5920,97,131,25,5095,Away,Heritier Lumumba
5921,87,95,23,5095,Away,Ben Johnson
5922,98,101,23,5095,Away,Sharrod Wellingham
5923,111,116,22,5095,Away,Alan Didak
5924,74,79,21,5095,Away,Tarkyn Lockyer
5925,90,89,21,5095,Away,Dale Thomas
5926,82,91,21,5095,Away,Scott Pendlebury
5927,80,81,18,5095,Away,Luke Ball
5928,63,59,17,5095,Away,Josh Fraser
5929,77,71,17,5095,Away,Nick Maxwell
5930,49,35,15,5095,Away,Steele Sidebottom
5931,72,78,14,5095,Away,Shane OBree
5932,77,100,13,5095,Away,Paul Medhurst
5933,57,67,13,5095,Away,Leigh Brown
5934,67,68,13,5095,Away,Travis Cloke
5935,70,71,11,5095,Away,Leon Davis
5936,48,34,9,5095,Away,John Anthony
5937,58,60,9,5095,Away,Alan Toovey
5938,34,48,8,5095,Away,Darren Jolly
5939,23,37,4,5095,Away,Simon Prestigiacomo
5940,128,151,33,5096,Home,Michael Barlow
5941,115,126,32,5096,Home,Paul Duffield
5942,117,112,32,5096,Home,Greg Broughton
5943,121,130,29,5096,Home,Luke McPharlin
5944,83,76,28,5096,Home,David Mundy
5945,81,77,25,5096,Home,Stephen Hill
5946,92,111,22,5096,Home,Matthew Pavlich
5947,92,110,22,5096,Home,Nicholas Suban
5948,97,124,21,5096,Home,Aaron Sandilands
5949,54,68,20,5096,Home,Paul Hasleby
5950,73,65,20,5096,Home,Michael Johnson
5951,67,66,19,5096,Home,Ryan Crowley
5952,81,96,18,5096,Home,Roger Hayden
5953,83,78,17,5096,Home,Chris Tarrant
5954,46,57,15,5096,Home,Jay Van Berlo
5955,67,76,14,5096,Home,Alex Silvagni
5956,50,49,13,5096,Home,Anthony Morabito
5957,71,84,12,5096,Home,Christopher Mayne
5958,82,83,12,5096,Home,Hayden Ballantyne
5959,63,65,11,5096,Home,Des Headland
5960,52,39,11,5096,Home,Garrick Ibbotson
5961,25,5,6,5096,Home,Adam McPhee
5962,99,89,25,5096,Away,Tyson Edwards
5963,70,92,24,5096,Away,Simon Goodwin
5964,85,56,23,5096,Away,Scott Thompson
5965,69,94,22,5096,Away,Bernie Vince
5966,80,104,21,5096,Away,Andrew McLeod
5967,70,91,21,5096,Away,Nathan Van Berlo
5968,65,65,21,5096,Away,Myke Cook
5969,71,80,20,5096,Away,David MacKay
5970,76,93,20,5096,Away,Patrick Dangerfield
5971,56,89,19,5096,Away,Brent Reilly
5972,59,61,17,5096,Away,Michael Doughty
5973,76,72,17,5096,Away,Nathan Bock
5974,41,66,14,5096,Away,Trent Hentschel
5975,44,21,12,5096,Away,Richard Douglas
5976,45,52,11,5096,Away,Scott Stevens
5977,36,18,11,5096,Away,Tony Armstrong
5978,89,79,11,5096,Away,Taylor Walker
5979,43,45,9,5096,Away,Ben Rutten
5980,43,37,9,5096,Away,Jared Petrenko
5981,53,46,8,5096,Away,Jonathon Griffin
5982,60,50,8,5096,Away,Kurt Tippett
5983,42,51,8,5096,Away,Rory Sloane
5984,89,92,26,5097,Home,Kane Cornes
5985,117,146,26,5097,Home,David Rodan
5986,93,92,25,5097,Home,Tom Logan
5987,78,89,23,5097,Home,Mitchell Banner
5988,82,69,22,5097,Home,Steven Salopek
5989,82,124,22,5097,Home,Domenic Cassisi
5990,93,88,21,5097,Home,Troy Chaplin
5991,76,73,20,5097,Home,Nick Salter
5992,56,62,18,5097,Home,Danyle Pearce
5993,91,67,18,5097,Home,Travis Boak
5994,59,61,16,5097,Home,Paul Stewart
5995,79,53,15,5097,Home,Dean Brogan
5996,56,45,15,5097,Home,Alipate Carlile
5997,97,95,14,5097,Home,Brett Ebert
5998,62,81,14,5097,Home,Justin Westhoff
5999,53,49,13,5097,Home,Matthew Broadbent
6000,67,42,12,5097,Home,Jackson Trengove
6001,59,80,11,5097,Home,Josh Carr
6002,49,58,11,5097,Home,Cameron Hitchcock
6003,59,48,10,5097,Home,Daniel Motlop
6004,36,35,10,5097,Home,Matt Thomas
6005,40,55,8,5097,Home,Daniel Stewart
6006,141,127,39,5097,Away,Dane Swan
6007,92,125,30,5097,Away,Scott Pendlebury
6008,86,96,24,5097,Away,Dayne Beams
6009,70,84,20,5097,Away,Luke Ball
6010,82,102,20,5097,Away,Alan Didak
6011,70,86,20,5097,Away,Heath Shaw
6012,60,57,18,5097,Away,Sharrod Wellingham
6013,83,94,17,5097,Away,Dale Thomas
6014,56,66,16,5097,Away,Tyson Goldsack
6015,72,88,15,5097,Away,Tarkyn Lockyer
6016,51,70,15,5097,Away,Heritier Lumumba
6017,74,104,15,5097,Away,Jarryd Blair
6018,49,58,14,5097,Away,Ben Reid
6019,54,32,13,5097,Away,Ben Johnson
6020,94,100,12,5097,Away,Darren Jolly
6021,59,67,12,5097,Away,Travis Cloke
6022,35,29,11,5097,Away,John Anthony
6023,72,93,11,5097,Away,Chris Dawes
6024,67,64,10,5097,Away,Leigh Brown
6025,35,60,8,5097,Away,Alan Toovey
6026,36,57,8,5097,Away,Steele Sidebottom
6027,25,41,4,5097,Away,Simon Prestigiacomo
6028,116,96,29,5098,Home,Adam Selwood
6029,120,106,29,5098,Home,Matthew Rosa
6030,104,101,23,5098,Home,Dean Cox
6031,124,101,23,5098,Home,Andrew Embley
6032,85,58,22,5098,Home,Quinten Lynch
6033,64,57,21,5098,Home,Chris Masten
6034,79,70,20,5098,Home,Beau Waters
6035,91,86,20,5098,Home,Scott Selwood
6036,102,71,19,5098,Home,Brad Ebert
6037,79,92,19,5098,Home,Ashley Smith
6038,70,67,18,5098,Home,Brett Jones
6039,86,91,18,5098,Home,Mark Lecras
6040,89,86,18,5098,Home,Eric MacKenzie
6041,52,64,15,5098,Home,Matthew Priddis
6042,68,73,15,5098,Home,Lewis Stevenson
6043,63,102,14,5098,Home,Mitchell Brown
6044,56,64,13,5098,Home,Bradley Sheppard
6045,42,51,13,5098,Home,Andrew Strijk
6046,64,75,13,5098,Home,Ashton Hams
6047,51,29,11,5098,Home,Will Schofield
6048,50,31,9,5098,Home,Joshua Kennedy
6049,43,50,6,5098,Home,Nicholas Naitanui
6050,93,81,29,5098,Away,Scott Thompson
6051,119,95,28,5098,Away,Simon Goodwin
6052,94,67,28,5098,Away,Bernie Vince
6053,84,81,23,5098,Away,Michael Doughty
6054,101,106,23,5098,Away,Richard Douglas
6055,81,86,23,5098,Away,Patrick Dangerfield
6056,119,136,22,5098,Away,Ricky Henderson
6057,83,91,19,5098,Away,Brent Reilly
6058,64,55,19,5098,Away,Rory Sloane
6059,92,106,18,5098,Away,Scott Stevens
6060,82,90,17,5098,Away,Jason Porplyzia
6061,87,88,16,5098,Away,Brad Symes
6062,69,58,16,5098,Away,Taylor Walker
6063,72,67,14,5098,Away,Graham Johncock
6064,47,45,13,5098,Away,Ben Rutten
6065,59,59,13,5098,Away,Nathan Van Berlo
6066,98,109,12,5098,Away,Kurt Tippett
6067,63,51,11,5098,Away,Jonathon Griffin
6068,33,34,11,5098,Away,Tony Armstrong
6069,44,54,11,5098,Away,Phil Davis
6070,64,86,11,5098,Away,Matthew Jaensch
6071,31,38,8,5098,Away,Ivan Maric
6072,109,79,32,5099,Home,Gary Jnr Ablett
6073,104,144,30,5099,Home,Joel Selwood
6074,139,156,26,5099,Home,Jimmy Bartel
6075,117,125,24,5099,Home,Paul Chapman
6076,86,113,23,5099,Home,James Kelly
6077,98,77,22,5099,Home,Andrew Mackie
6078,101,113,22,5099,Home,Mathew Stokes
6079,62,93,17,5099,Home,Darren Milburn
6080,70,96,17,5099,Home,Harry Taylor
6081,79,58,16,5099,Home,Cameron Ling
6082,52,56,16,5099,Home,David Wojcinski
6083,75,70,14,5099,Home,Travis Varcoe
6084,42,38,13,5099,Home,Corey Enright
6085,52,55,12,5099,Home,Mark Blake
6086,31,31,12,5099,Home,Simon Hogan
6087,35,53,11,5099,Home,Matthew Scarlett
6088,57,78,11,5099,Home,Brad Ottens
6089,56,75,11,5099,Home,Josh Hunt
6090,59,62,10,5099,Home,James Podsiadly
6091,31,37,9,5099,Home,Tom Lonergan
6092,41,36,8,5099,Home,Shannon Byrnes
6093,38,24,8,5099,Home,Mitchell Duncan
6094,109,115,25,5099,Away,Cyril Rioli
6095,105,97,24,5099,Away,Brad Sewell
6096,86,75,22,5099,Away,Shaun Burgoyne
6097,110,141,22,5099,Away,Lance Franklin
6098,72,71,21,5099,Away,Grant Birchall
6099,87,103,20,5099,Away,Luke Hodge
6100,74,99,20,5099,Away,Thomas Murphy
6101,79,83,19,5099,Away,Brent Guerra
6102,69,40,17,5099,Away,Chance Bateman
6103,73,106,16,5099,Away,Jordan Lewis
6104,57,53,14,5099,Away,Michael Osborne
6105,64,75,14,5099,Away,Benjamin Stratton
6106,53,85,11,5099,Away,Stephen Gilham
6107,63,69,11,5099,Away,Clinton Young
6108,58,64,11,5099,Away,Xavier Ellis
6109,51,45,10,5099,Away,Carl Peterson
6110,60,53,9,5099,Away,Wayde Skipper
6111,79,75,9,5099,Away,Brent Renouf
6112,32,20,9,5099,Away,Ryan Schoenmakers
6113,45,60,7,5099,Away,Jarryd Roughead
6114,28,44,7,5099,Away,Josh Gibson
6115,46,56,6,5099,Away,Campbell Brown
6116,139,104,29,5100,Home,Simon Black
6117,97,117,27,5100,Home,Michael Rischitelli
6118,104,104,25,5100,Home,Daniel Rich
6119,91,82,24,5100,Home,Luke Power
6120,110,117,24,5100,Home,Tom Rockliff
6121,107,114,22,5100,Home,Jack Redden
6122,87,59,20,5100,Home,Jared Brennan
6123,85,66,20,5100,Home,Travis Johnstone
6124,83,70,19,5100,Home,Amon Buchanan
6125,80,87,18,5100,Home,Mitchell Clark
6126,64,76,17,5100,Home,Ashley McGrath
6127,80,64,17,5100,Home,Pearce Hanley
6128,65,63,15,5100,Home,Daniel Merrett
6129,66,77,14,5100,Home,Joel Patfull
6130,49,52,14,5100,Home,Tom Collier
6131,71,96,13,5100,Home,Matthew Leuenberger
6132,74,76,12,5100,Home,Brent Staker
6133,79,41,11,5100,Home,Brendan Fevola
6134,72,52,10,5100,Home,Aaron Cornelius
6135,43,26,9,5100,Home,Todd Banfield
6136,34,21,7,5100,Home,James Polkinghorne
6137,26,22,6,5100,Home,Justin Sherman
6138,129,114,33,5100,Away,Leigh Montagna
6139,80,77,28,5100,Away,Lenny Hayes
6140,75,98,27,5100,Away,Sam Gilbert
6141,108,107,26,5100,Away,Nick Dal Santo
6142,86,84,26,5100,Away,Clinton Jones
6143,100,97,25,5100,Away,Farren Ray
6144,98,90,22,5100,Away,James Gwilt
6145,109,89,18,5100,Away,Stephen Milne
6146,80,76,18,5100,Away,Brett Peake
6147,77,64,18,5100,Away,Sam Fisher
6148,79,87,16,5100,Away,Jarryn Geary
6149,66,87,16,5100,Away,Ben McEvoy
6150,85,112,15,5100,Away,Adam Schneider
6151,61,70,15,5100,Away,Jason Blake
6152,56,54,15,5100,Away,Jason Gram
6153,68,50,15,5100,Away,Adam Pattison
6154,43,54,14,5100,Away,Zac Dawson
6155,68,62,13,5100,Away,Nick Riewoldt
6156,73,74,13,5100,Away,Michael S Gardiner
6157,68,65,13,5100,Away,Andrew McQualter
6158,48,40,13,5100,Away,Jack Steven
6159,50,63,11,5100,Away,Sean Dempster
6160,132,133,35,5101,Home,Daniel Connors
6161,97,124,30,5101,Home,Shane Tuck
6162,114,123,29,5101,Home,Brett Deledio
6163,119,122,26,5101,Home,Chris Newman
6164,79,85,25,5101,Home,Daniel Jackson
6165,99,84,25,5101,Home,Shane Edwards
6166,87,98,24,5101,Home,Mitch Farmer
6167,93,86,24,5101,Home,Dustin Martin
6168,82,79,23,5101,Home,Jeromey Webberley
6169,90,90,21,5101,Home,Kelvin Moore
6170,80,68,20,5101,Home,Trent Cotchin
6171,66,108,18,5101,Home,Will Thursfield
6172,104,87,18,5101,Home,Matthew White
6173,64,70,18,5101,Home,Andrew Collins
6174,68,73,14,5101,Home,Tyrone Vickery
6175,44,50,12,5101,Home,Jake King
6176,92,130,11,5101,Home,Jack Riewoldt
6177,48,36,10,5101,Home,Angus Graham
6178,52,44,10,5101,Home,David Astbury
6179,54,53,9,5101,Home,Robin Nahas
6180,19,15,4,5101,Home,Ben Nason
6181,6,7,1,5101,Home,Benjamin Griffiths
6182,112,100,29,5101,Away,David Mundy
6183,119,173,23,5101,Away,Adam McPhee
6184,98,109,22,5101,Away,Matthew Pavlich
6185,58,76,19,5101,Away,Roger Hayden
6186,108,128,19,5101,Away,Aaron Sandilands
6187,71,78,19,5101,Away,Rhys Palmer
6188,59,74,18,5101,Away,Garrick Ibbotson
6189,97,83,18,5101,Away,Stephen Hill
6190,99,96,17,5101,Away,Kepler Bradley
6191,78,102,17,5101,Away,Paul Duffield
6192,64,74,14,5101,Away,Paul Hasleby
6193,88,69,14,5101,Away,Anthony Morabito
6194,59,43,13,5101,Away,Matthew De Boer
6195,49,45,12,5101,Away,Clancee Pearce
6196,46,29,11,5101,Away,Dylan Roberton
6197,40,34,10,5101,Away,Ryan Crowley
6198,43,47,10,5101,Away,Jay Van Berlo
6199,70,79,10,5101,Away,Alex Silvagni
6200,36,24,9,5101,Away,Hayden Ballantyne
6201,32,26,9,5101,Away,Nicholas Suban
6202,44,42,8,5101,Away,Michael Johnson
6203,20,12,4,5101,Away,Tim Ruffles
6204,119,139,34,5102,Home,Tadhg Kennelly
6205,111,129,34,5102,Home,Nick Malceski
6206,158,173,33,5102,Home,Adam Goodes
6207,66,58,25,5102,Home,Ryan OKeefe
6208,98,96,24,5102,Home,Daniel Hannebery
6209,119,119,23,5102,Home,Lewis RThomson
6210,90,100,23,5102,Home,Heath Grundy
6211,88,87,23,5102,Home,Josh P Kennedy
6212,67,95,21,5102,Home,Jude Bolton
6213,58,97,20,5102,Home,Nick Smith
6214,110,127,19,5102,Home,Brett Kirk
6215,94,100,19,5102,Home,Ben McGlynn
6216,70,47,18,5102,Home,Rhyce Shaw
6217,94,94,18,5102,Home,Paul Bevan
6218,79,74,18,5102,Home,Brett Meredith
6219,89,88,17,5102,Home,Shane Mumford
6220,61,57,16,5102,Home,Kieren Jack
6221,64,68,14,5102,Home,Jarred Moore
6222,48,38,10,5102,Home,Ted Richards
6223,51,58,10,5102,Home,Trent DLane
6224,61,74,7,5102,Home,Mike Pyke
6225,27,30,6,5102,Home,Jarrad McVeigh
6226,97,99,27,5102,Away,Brent Harvey
6227,89,93,27,5102,Away,Brady Rawlings
6228,86,102,21,5102,Away,Leigh Adams
6229,96,87,20,5102,Away,Ryan Bastinac
6230,67,71,18,5102,Away,Samuel Wright
6231,67,71,18,5102,Away,Ben Cunnington
6232,53,65,14,5102,Away,Daniel Wells
6233,52,63,12,5102,Away,Michael Firrito
6234,59,82,12,5102,Away,Andrew Swallow
6235,95,85,12,5102,Away,Todd Goldstein
6236,83,80,11,5102,Away,Hamish McIntosh
6237,36,69,11,5102,Away,Scott Thompson
6238,59,53,10,5102,Away,Ed Lower
6239,40,62,10,5102,Away,Robbie Tarrant
6240,49,36,9,5102,Away,Ben Warren
6241,37,17,9,5102,Away,Levi Greenwood
6242,36,40,8,5102,Away,Lachlan Hansen
6243,51,39,8,5102,Away,Lindsay Thomas
6244,29,48,7,5102,Away,Drew Petrie
6245,21,29,7,5102,Away,Daniel Pratt
6246,36,50,7,5102,Away,Matt Campbell
6247,14,12,7,5102,Away,Cruize Garlett
6248,124,125,29,5103,Home,Colin Sylvia
6249,141,161,27,5103,Home,Brad Green
6250,79,80,22,5103,Home,Brent Moloney
6251,135,137,21,5103,Home,Lynden Dunn
6252,90,104,20,5103,Home,Cameron Bruce
6253,111,138,18,5103,Home,Mark Jamar
6254,78,61,16,5103,Home,Tom Scully
6255,82,91,16,5103,Home,Jack Trengove
6256,76,94,15,5103,Home,Aaron Davey
6257,81,82,15,5103,Home,James Frawley
6258,72,66,14,5103,Home,Matthew Bate
6259,51,49,14,5103,Home,Nathan Jones
6260,48,58,13,5103,Home,Joel Macdonald
6261,57,70,13,5103,Home,Jordie McKenzie
6262,44,20,12,5103,Home,Paul Johnson
6263,60,62,12,5103,Home,Jared Rivers
6264,53,53,12,5103,Home,Jamie Bennell
6265,40,59,11,5103,Home,Kyle Cheney
6266,70,43,11,5103,Home,Liam Jurrah
6267,45,60,10,5103,Home,Jack Watts
6268,40,29,9,5103,Home,Clint Bartram
6269,34,55,9,5103,Home,Colin Garland
6270,110,135,32,5103,Away,Jobe Watson
6271,122,130,31,5103,Away,Nathan LMurray
6272,126,139,30,5103,Away,Jason Winderlich
6273,76,103,21,5103,Away,Heath Hocking
6274,90,84,21,5103,Away,Michael Hurley
6275,73,73,21,5103,Away,Ben Howlett
6276,63,78,19,5103,Away,Mark McVeigh
6277,58,53,19,5103,Away,Travis Colyer
6278,70,55,17,5103,Away,Rick Dyson
6279,86,76,17,5103,Away,Brent Stanton
6280,70,90,17,5103,Away,David Zaharakis
6281,52,39,14,5103,Away,Courtenay Dempsey
6282,71,80,14,5103,Away,Sam Lonergan
6283,55,57,14,5103,Away,Kyle Reimers
6284,74,82,13,5103,Away,Jay Neagle
6285,57,37,13,5103,Away,Leroy Jetta
6286,43,42,11,5103,Away,Angus Monfries
6287,65,60,11,5103,Away,Alwyn Davey
6288,32,67,11,5103,Away,Cale Hooker
6289,66,55,10,5103,Away,Patrick Ryder
6290,38,30,9,5103,Away,Tom Bellchambers
