,awayline,awayodds,awayteam,date,gameID,homeline,homeodds,hometeam,round,time
560,36.5,5.8,Gold Coast,2013-06-15,5649,-36.5,1.15,Essendon,12,7:40PM
561,-28.5,1.26,Port Adelaide,2013-06-16,5650,28.5,4.0,GWS,12,1:10PM
562,35.5,7.0,Western Bulldogs,2013-06-16,5651,-35.5,1.11,Collingwood,12,4:40PM
563,30.5,5.15,West Coast,2013-06-21,5652,-30.5,1.18,Hawthorn,13,7:50PM
564,-37.5,1.08,Sydney,2013-06-22,5653,37.5,8.25,Port Adelaide,13,1:10PM
565,38.5,6.4,Melbourne,2013-06-22,5654,-38.5,1.13,St Kilda,13,4:40PM
566,-39.5,1.1,Richmond,2013-06-22,5655,39.5,7.5,Western Bulldogs,13,7:40PM
567,16.5,3.15,North Melbourne,2013-06-23,5656,-16.5,1.38,Fremantle,13,1:15PM
568,-27.5,1.16,Geelong,2013-06-23,5657,27.5,5.5,Brisbane,13,4:40PM
569,-6.5,1.7,Essendon,2013-06-27,5658,6.5,2.2,West Coast,14,6:10PM
570,15.5,2.95,Carlton,2013-06-28,5659,-15.5,1.42,Sydney,14,7:50PM
571,-10.5,1.6,Adelaide,2013-06-29,5660,10.5,2.4,Gold Coast,14,1:40PM
572,-14.5,1.42,Collingwood,2013-06-29,5661,14.5,2.95,Port Adelaide,14,4:10PM
573,-27.5,1.26,Western Bulldogs,2013-06-29,5662,27.5,4.0,Melbourne,14,7:40PM
574,16.5,3.25,Fremantle,2013-06-29,5663,-16.5,1.36,Geelong,14,7:40PM
575,44.5,9.25,Brisbane,2013-06-30,5664,-44.5,1.07,Hawthorn,14,1:10PM
576,82.5,21.0,GWS,2013-06-30,5665,-82.5,1.01,North Melbourne,14,3:15PM
577,33.5,5.0,St Kilda,2013-06-30,5666,-33.5,1.18,Richmond,14,4:40PM
578,9.5,2.45,Collingwood,2013-07-05,5667,-9.5,1.57,Carlton,15,7:50PM
579,-33.5,1.22,Western Bulldogs,2013-07-06,5668,33.5,4.5,GWS,15,1:45PM
580,-13.5,1.48,Richmond,2013-07-06,5669,13.5,2.7,North Melbourne,15,2:10PM
581,22.5,3.75,Gold Coast,2013-07-06,5670,-22.5,1.28,Brisbane,15,4:40PM
582,9.5,2.5,West Coast,2013-07-06,5671,-9.5,1.55,Adelaide,15,7:10PM
583,-7.5,1.6,Hawthorn,2013-07-06,5672,7.5,2.4,Geelong,15,7:40PM
584,-59.5,1.02,Sydney,2013-07-07,5673,59.5,15.0,Melbourne,15,1:10PM
585,57.5,14.0,St Kilda,2013-07-07,5674,-57.5,1.03,Fremantle,15,1:15PM
586,21.5,3.4,Port Adelaide,2013-07-07,5675,-21.5,1.33,Essendon,15,4:40PM
587,30.5,5.5,Adelaide,2013-07-12,5676,-30.5,1.16,Collingwood,16,7:50PM
588,-17.5,1.37,Hawthorn,2013-07-13,5677,17.5,3.2,Port Adelaide,16,1:15PM
589,63.5,21.0,Melbourne,2013-07-13,5678,-63.5,1.01,Geelong,16,2:10PM
590,26.5,4.3,Gold Coast,2013-07-13,5679,-26.5,1.23,Richmond,16,4:40PM
591,-15.5,1.42,North Melbourne,2013-07-13,5680,15.5,2.95,Brisbane,16,7:40PM
592,18.5,3.15,St Kilda,2013-07-13,5681,-18.5,1.38,Carlton,16,7:40PM
593,80.5,17.0,GWS,2013-07-14,5682,-80.5,1.01,Sydney,16,1:10PM
594,-41.5,1.1,Essendon,2013-07-14,5683,41.5,7.5,Western Bulldogs,16,3:15PM
595,-15.5,1.43,Fremantle,2013-07-14,5684,15.5,2.9,West Coast,16,2:40PM
596,7.5,2.35,Carlton,2013-07-19,5685,-7.5,1.62,North Melbourne,17,7:50PM
597,56.5,12.0,Western Bulldogs,2013-07-20,5686,-56.5,1.04,Hawthorn,17,1:45PM
598,-4.5,1.68,Port Adelaide,2013-07-20,5687,4.5,2.22,St Kilda,17,7:40PM
599,-27.5,1.17,Collingwood,2013-07-20,5688,27.5,5.25,Gold Coast,17,4:40PM
600,-24.5,1.3,Brisbane,2013-07-20,5689,24.5,3.65,Melbourne,17,7:10PM
601,-69.5,1.02,Essendon,2013-07-20,5690,69.5,15.0,GWS,17,2:10PM
602,5.5,2.15,Fremantle,2013-07-21,5691,-5.5,1.72,Richmond,17,1:10PM
603,-24.5,1.23,Geelong,2013-07-21,5692,24.5,4.25,Adelaide,17,2:45PM
604,-11.5,1.52,Sydney,2013-07-21,5693,11.5,2.6,West Coast,17,2:40PM
605,-22.5,1.32,Hawthorn,2013-07-26,5694,22.5,3.45,Essendon,18,7:50PM
606,-16.5,1.41,Carlton,2013-07-27,5695,16.5,3.0,Gold Coast,18,1:45PM
607,-62.5,1.02,North Melbourne,2013-07-27,5696,62.5,15.0,Melbourne,18,2:10PM
608,86.5,21.0,GWS,2013-07-27,5697,-86.5,1.01,Collingwood,18,4:40PM
609,24.5,4.0,Adelaide,2013-07-27,5698,-24.5,1.26,Fremantle,18,5:40PM
610,43.5,9.0,St Kilda,2013-07-27,5699,-43.5,1.07,Geelong,18,7:40PM
611,19.5,3.3,Brisbane,2013-07-28,5700,-19.5,1.35,Port Adelaide,18,12:40PM
612,-11.5,1.54,West Coast,2013-07-28,5701,11.5,2.55,Western Bulldogs,18,3:15PM
613,22.5,3.8,Richmond,2013-07-28,5702,-22.5,1.28,Sydney,18,4:40PM
614,-21.5,1.32,Geelong,2013-08-02,5703,21.5,3.5,North Melbourne,19,7:50PM
615,7.5,2.4,Melbourne,2013-08-03,5704,-7.5,1.6,GWS,19,1:45PM
616,28.5,4.6,Richmond,2013-08-03,5705,-28.5,1.2,Hawthorn,19,2:10PM
617,15.5,2.9,Gold Coast,2013-08-03,5706,-15.5,1.42,West Coast,19,2:40PM
618,25.5,4.25,St Kilda,2013-08-03,5707,-25.5,1.24,Brisbane,19,7:40PM
619,2.5,2.0,Fremantle,2013-08-03,5708,-2.5,1.85,Carlton,19,7:40PM
620,-44.5,1.09,Sydney,2013-08-04,5709,44.5,8.0,Western Bulldogs,19,1:10PM
621,-2.5,1.83,Port Adelaide,2013-08-04,5710,2.5,2.0,Adelaide,19,2:45PM
622,2.5,2.0,Essendon,2013-08-04,5711,-2.5,1.83,Collingwood,19,4:40PM
623,-54.5,1.03,Hawthorn,2013-08-09,5712,54.5,14.0,St Kilda,20,7:50PM
624,33.5,5.2,Brisbane,2013-08-10,5713,-33.5,1.17,Richmond,20,1:45PM
625,42.5,7.25,Port Adelaide,2013-08-10,5714,-42.5,1.11,Geelong,20,2:10PM
626,18.5,3.05,Western Bulldogs,2013-08-10,5715,-18.5,1.4,Carlton,20,4:40PM
627,42.5,7.5,Melbourne,2013-08-10,5716,-42.5,1.1,Gold Coast,20,7:40PM
628,17.5,2.95,Collingwood,2013-08-10,5717,-17.5,1.42,Sydney,20,7:40PM
629,16.5,2.9,West Coast,2013-08-11,5718,-16.5,1.43,Essendon,20,1:10PM
630,-3.5,1.8,North Melbourne,2013-08-11,5719,3.5,2.05,Adelaide,20,2:45PM
631,78.5,19.0,GWS,2013-08-11,5720,-78.5,1.01,Fremantle,20,2:40PM
632,12.5,2.6,Collingwood,2013-08-16,5721,-12.5,1.52,Hawthorn,21,7:50PM
633,25.5,4.0,Carlton,2013-08-17,5722,-25.5,1.26,Richmond,21,1:45PM
634,30.5,5.0,Gold Coast,2013-08-17,5723,-30.5,1.18,Port Adelaide,21,1:40PM
635,-22.5,1.35,North Melbourne,2013-08-17,5724,22.5,3.25,Essendon,21,4:40PM
636,-14.5,1.46,Geelong,2013-08-17,5725,14.5,2.75,West Coast,21,5:40PM
637,61.5,10.0,GWS,2013-08-17,5726,-61.5,1.06,Brisbane,21,7:40PM
638,-66.5,1.01,Fremantle,2013-08-18,5727,66.5,17.0,Melbourne,21,1:10PM
639,60.5,16.0,St Kilda,2013-08-18,5728,-60.5,1.02,Sydney,21,3:15PM
640,-3.5,1.8,Adelaide,2013-08-18,5729,3.5,2.05,Western Bulldogs,21,4:40PM
641,34.5,6.0,West Coast,2013-08-23,5730,-34.5,1.14,Collingwood,22,7:50PM
642,61.5,17.0,Melbourne,2013-08-24,5731,-61.5,1.02,Adelaide,22,1:15PM
643,-20.5,1.3,Hawthorn,2013-08-24,5732,20.5,3.6,North Melbourne,22,2:10PM
644,14.5,2.9,Sydney,2013-08-24,5733,-14.5,1.43,Geelong,22,4:40PM
645,35.5,5.75,Port Adelaide,2013-08-24,5734,-35.5,1.15,Fremantle,22,5:40PM
646,18.5,2.85,Essendon,2013-08-24,5735,-18.5,1.45,Carlton,22,7:40PM
647,5.5,2.17,Gold Coast,2013-08-25,5736,-5.5,1.72,St Kilda,22,1:10PM
648,-62.5,1.02,Richmond,2013-08-25,5737,62.5,15.0,GWS,22,3:15PM
649,10.5,2.4,Western Bulldogs,2013-08-25,5738,-10.5,1.6,Brisbane,22,4:40PM
650,8.5,2.4,North Melbourne,2013-09-01,5739,-8.5,1.6,Collingwood,23,3:20PM
651,57.5,14.0,Brisbane,2013-08-31,5740,-57.5,1.03,Geelong,23,2:10PM
652,-12.5,1.5,Hawthorn,2013-08-30,5741,12.5,2.6,Sydney,23,7:50PM
653,46.5,9.0,Melbourne,2013-09-01,5742,-46.5,1.07,Western Bulldogs,23,4:40PM
654,5.5,2.25,Fremantle,2013-08-31,5743,-5.5,1.67,St Kilda,23,1:45PM
655,-18.5,1.45,Richmond,2013-08-31,5744,18.5,2.8,Essendon,23,7:40PM
656,-1.5,1.91,Adelaide,2013-08-31,5745,-1.5,1.91,West Coast,23,6:10PM
657,48.5,9.0,GWS,2013-09-01,5746,-48.5,1.07,Gold Coast,23,1:10PM
658,-1.5,1.93,Carlton,2013-08-31,5747,-1.5,1.89,Port Adelaide,23,4:10PM
659,10.5,2.4,Sydney,2013-09-06,5748,-10.5,1.6,Hawthorn,Final,7:50PM
660,16.5,3.15,Fremantle,2013-09-07,5749,-16.5,1.38,Geelong,Final,2:20PM
661,29.5,4.6,Port Adelaide,2013-09-07,5750,-29.5,1.21,Collingwood,Final,7:45PM
662,13.5,2.8,Carlton,2013-09-08,5751,-13.5,1.47,Richmond,Final,3:20PM
663,28.5,4.8,Port Adelaide,2013-09-13,5752,-28.5,1.2,Geelong,Final,7:50PM
664,18.5,3.15,Carlton,2013-09-14,5753,-18.5,1.38,Sydney,Final,7:45PM
665,11.5,2.6,Geelong,2013-09-20,5754,-11.5,1.48,Hawthorn,Final,7:50PM
666,22.5,3.65,Sydney,2013-09-21,5755,-22.5,1.3,Fremantle,Final,5:45PM
667,8.5,2.3,Fremantle,2013-09-28,5756,-8.5,1.62,Hawthorn,Final,2:30PM
668,-9.5,1.56,Fremantle,2014-03-14,5757,9.5,2.5,Collingwood,1,7:50PM
669,-44.5,1.04,Sydney,2014-03-15,5758,44.5,12.0,GWS,1,4:40PM
670,-14.5,1.45,Richmond,2014-03-15,5759,14.5,2.8,Gold Coast,1,6:40PM
671,6.5,2.2,Port Adelaide,2014-03-16,5760,-6.5,1.7,Carlton,1,7:40PM
672,19.5,3.25,Adelaide,2014-03-20,5761,-19.5,1.36,Geelong,1,7:10PM
673,13.5,2.65,Essendon,2014-03-21,5762,-13.5,1.5,North Melbourne,1,7:50PM
674,45.5,8.0,Brisbane,2014-03-22,5763,-45.5,1.09,Hawthorn,1,4:40PM
675,-6.5,1.7,Melbourne,2014-03-22,5764,6.5,2.2,St Kilda,1,7:40PM
676,31.5,5.25,Western Bulldogs,2014-03-23,5765,-31.5,1.18,West Coast,1,4:40PM
677,11.5,2.65,Carlton,2014-03-27,5766,-11.5,1.51,Richmond,2,7:45PM
678,-14.5,1.5,Hawthorn,2014-03-28,5767,14.5,2.65,Essendon,2,7:50PM
679,3.5,2.05,GWS,2014-03-29,5768,-3.5,1.8,St Kilda,2,1:40PM
680,4.5,2.15,Adelaide,2014-03-29,5769,-4.5,1.74,Port Adelaide,2,4:10PM
681,41.5,8.0,Gold Coast,2014-03-29,5770,-41.5,1.09,Fremantle,2,4:40PM
682,15.5,2.85,Collingwood,2014-03-29,5771,-15.5,1.45,Sydney,2,7:40PM
683,-22.5,1.28,Geelong,2014-03-30,5772,22.5,3.8,Brisbane,2,12:10PM
684,-46.5,1.07,West Coast,2014-03-30,5773,46.5,9.0,Melbourne,2,3:20PM
685,-21.5,1.33,North Melbourne,2014-03-30,5774,21.5,3.35,Western Bulldogs,2,4:40PM
686,5.5,2.15,Fremantle,2014-04-04,5775,-5.5,1.72,Hawthorn,3,7:50PM
687,-15.5,1.38,Richmond,2014-04-05,5776,15.5,3.15,Western Bulldogs,3,1:45PM
688,-3.5,1.8,Sydney,2014-04-05,5777,3.5,2.05,Adelaide,3,1:40PM
689,5.5,2.15,Brisbane,2014-04-05,5778,-5.5,1.73,Gold Coast,3,3:40PM
690,56.5,11.0,St Kilda,2014-04-05,5779,-56.5,1.05,West Coast,3,4:40PM
691,-10.5,1.56,Geelong,2014-04-05,5780,10.5,2.5,Collingwood,3,7:40PM
692,20.5,3.3,Melbourne,2014-04-06,5781,-20.5,1.33,GWS,3,1:10PM
693,-2.5,1.82,Port Adelaide,2014-04-06,5782,2.5,2.0,North Melbourne,3,4:10PM
694,11.5,2.55,Carlton,2014-04-06,5783,-11.5,1.52,Essendon,3,7:10PM
695,-12.5,1.47,Collingwood,2014-04-11,5784,12.5,2.8,Richmond,4,7:50PM
696,33.5,5.25,Melbourne,2014-04-12,5785,-33.5,1.17,Carlton,4,1:45PM
697,35.5,6.0,Brisbane,2014-04-12,5786,-35.5,1.14,Port Adelaide,4,1:40PM
698,-9.5,1.58,Western Bulldogs,2014-04-12,5787,9.5,2.45,GWS,4,4:40PM
699,-27.5,1.2,Hawthorn,2014-04-12,5788,27.5,4.8,Gold Coast,4,7:40PM
700,32.5,5.25,West Coast,2014-04-12,5789,-32.5,1.18,Geelong,4,7:40PM
701,15.5,3.15,North Melbourne,2014-04-13,5790,-15.5,1.38,Sydney,4,1:10PM
702,-5.5,1.74,Adelaide,2014-04-13,5791,5.5,2.13,St Kilda,4,3:20PM
703,-1.5,1.92,Essendon,2014-04-13,5792,-1.5,1.92,Fremantle,4,2:40PM
704,-29.5,1.2,Richmond,2014-04-17,5793,29.5,4.85,Brisbane,5,7:50PM
705,-1.5,1.92,North Melbourne,2014-04-19,5794,-1.5,1.92,Collingwood,5,1:40PM
706,-8.5,1.56,Fremantle,2014-04-19,5795,8.5,2.5,Sydney,5,4:40PM
707,2.5,2.0,Port Adelaide,2014-04-19,5796,-2.5,1.85,West Coast,5,5:40PM
708,38.5,6.4,St Kilda,2014-04-19,5797,-38.5,1.13,Essendon,5,7:40PM
709,43.5,7.0,GWS,2014-04-20,5798,-43.5,1.11,Adelaide,5,12:40PM
710,-18.5,1.4,Gold Coast,2014-04-20,5799,18.5,3.05,Melbourne,5,3:20PM
711,3.5,2.05,Carlton,2014-04-20,5800,-3.5,1.8,Western Bulldogs,5,4:40PM
712,-10.5,1.58,Hawthorn,2014-04-21,5801,10.5,2.45,Geelong,5,3:20PM
713,11.5,2.6,Essendon,2014-04-25,5802,-11.5,1.52,Collingwood,6,2:40PM
714,18.5,3.15,Brisbane,2014-04-25,5803,-18.5,1.38,St Kilda,6,7:45PM
715,23.5,4.05,North Melbourne,2014-04-25,5804,-23.5,1.26,Fremantle,6,6:40PM
716,32.5,5.25,GWS,2014-04-26,5805,-32.5,1.18,Gold Coast,6,1:40PM
717,-3.5,1.78,West Coast,2014-04-26,5806,3.5,2.08,Carlton,6,4:40PM
718,-40.5,1.1,Sydney,2014-04-26,5807,40.5,7.5,Melbourne,6,7:40PM
719,-10.5,1.56,Adelaide,2014-04-27,5808,10.5,2.5,Western Bulldogs,6,1:10PM
720,-34.5,1.17,Hawthorn,2014-04-27,5809,34.5,5.3,Richmond,6,3:20PM
721,-5.5,1.73,Geelong,2014-04-27,5810,5.5,2.15,Port Adelaide,6,4:10PM
722,-26.5,1.25,Collingwood,2014-05-02,5811,26.5,4.2,Carlton,7,7:50PM
723,54.5,13.0,St Kilda,2014-05-03,5812,-54.5,1.04,Hawthorn,7,1:45PM
724,-45.5,1.07,Port Adelaide,2014-05-03,5813,45.5,9.5,GWS,7,2:10PM
725,48.5,10.0,Melbourne,2014-05-03,5814,-48.5,1.06,Adelaide,7,4:10PM
726,-31.5,1.17,Sydney,2014-05-03,5815,31.5,5.3,Brisbane,7,7:40PM
727,23.5,3.85,Western Bulldogs,2014-05-03,5816,-23.5,1.28,Essendon,7,7:40PM
728,24.5,3.65,Gold Coast,2014-05-04,5817,-24.5,1.3,North Melbourne,7,1:10PM
729,28.5,4.75,Richmond,2014-05-04,5818,-28.5,1.2,Geelong,7,3:20PM
730,-12.5,1.47,Fremantle,2014-05-04,5819,12.5,2.75,West Coast,7,2:40PM
731,-6.5,1.7,Hawthorn,2014-05-09,5820,6.5,2.2,Sydney,8,7:50PM
732,10.5,2.65,Fremantle,2014-05-10,5821,-10.5,1.5,Port Adelaide,8,1:10PM
733,-24.5,1.25,Essendon,2014-05-10,5822,24.5,4.15,Brisbane,8,4:40PM
734,-13.5,1.53,Western Bulldogs,2014-05-10,5823,13.5,2.58,Melbourne,8,7:40PM
735,56.5,10.0,GWS,2014-05-11,5824,-56.5,1.06,West Coast,8,2:40PM
736,-19.5,1.38,Carlton,2014-05-12,5825,19.5,3.15,St Kilda,8,7:20PM
737,-15.5,1.42,Collingwood,2014-05-15,5826,15.5,2.95,Adelaide,9,7:20PM
738,-18.5,1.36,Sydney,2014-05-16,5827,18.5,3.3,Essendon,9,7:50PM
739,31.5,5.5,Melbourne,2014-05-17,5828,-31.5,1.16,Richmond,9,1:40PM
740,57.5,11.5,Brisbane,2014-05-17,5829,-57.5,1.05,North Melbourne,9,4:40PM
741,2.5,2.05,Geelong,2014-05-17,5830,-2.5,1.8,Fremantle,9,5:40PM
742,-30.5,1.22,Gold Coast,2014-05-18,5831,30.5,4.45,St Kilda,9,4:40PM
743,13.5,2.7,North Melbourne,2014-05-23,5832,-13.5,1.46,Geelong,10,7:50PM
744,-18.5,1.4,Richmond,2014-05-24,5833,18.5,2.95,GWS,10,1:40PM
745,22.5,3.5,West Coast,2014-05-24,5834,-22.5,1.3,Collingwood,10,4:40PM
746,12.5,2.5,Hawthorn,2014-05-24,5835,-12.5,1.55,Port Adelaide,10,7:10PM
747,27.5,5.3,Western Bulldogs,2014-05-25,5836,-27.5,1.17,Gold Coast,10,3:20PM
748,-8.5,1.6,Adelaide,2014-05-25,5837,8.5,2.4,Carlton,10,4:40PM
749,17.5,3.15,Geelong,2014-05-29,5838,-17.5,1.38,Sydney,11,7:10PM
750,-45.5,1.05,Collingwood,2014-05-30,5839,45.5,9.5,St Kilda,11,7:50PM
751,-36.5,1.1,Port Adelaide,2014-05-31,5840,36.5,7.0,Melbourne,11,1:10PM
752,-13.5,1.43,Carlton,2014-05-31,5841,13.5,2.9,Brisbane,11,4:40PM
753,7.5,2.35,Richmond,2014-05-31,5842,-7.5,1.63,Essendon,11,7:45PM
754,10.5,2.4,Gold Coast,2014-06-01,5843,-10.5,1.6,Adelaide,11,12:40PM
755,-32.5,1.17,Fremantle,2014-06-01,5844,32.5,5.35,Western Bulldogs,11,3:20PM
756,78.5,18.0,GWS,2014-06-01,5845,-78.5,1.01,Hawthorn,11,4:40PM
757,8.5,2.45,North Melbourne,2014-06-01,5846,-8.5,1.58,West Coast,11,5:40PM
758,31.5,5.2,Carlton,2014-06-06,5847,-31.5,1.17,Geelong,12,7:50PM
759,32.5,4.9,West Coast,2014-06-07,5848,-32.5,1.18,Hawthorn,12,1:40PM
760,59.5,14.0,St Kilda,2014-06-07,5849,-59.5,1.02,Port Adelaide,12,4:10PM
761,19.5,3.15,Brisbane,2014-06-07,5850,-19.5,1.36,Western Bulldogs,12,7:40PM
762,-36.5,1.12,Essendon,2014-06-07,5851,36.5,6.25,GWS,12,7:40PM
763,-26.5,1.23,Sydney,2014-06-08,5852,26.5,4.25,Gold Coast,12,3:20PM
764,29.5,4.6,Adelaide,2014-06-08,5853,-29.5,1.2,Fremantle,12,2:10PM
765,23.5,3.8,Richmond,2014-06-08,5854,-23.5,1.27,North Melbourne,12,7:10PM
766,-28.5,1.2,Collingwood,2014-06-09,5855,28.5,4.8,Melbourne,12,3:20PM
767,-31.5,1.2,Hawthorn,2014-06-13,5856,31.5,4.8,Carlton,13,7:50PM
768,-21.5,1.28,Fremantle,2014-06-14,5857,21.5,3.8,Richmond,13,1:45PM
769,15.5,2.9,Port Adelaide,2014-06-14,5858,-15.5,1.43,Sydney,13,2:10PM
770,8.5,2.3,Gold Coast,2014-06-14,5859,-8.5,1.64,West Coast,13,2:40PM
771,16.5,3.0,GWS,2014-06-14,5860,-16.5,1.41,Brisbane,13,7:40PM
772,2.5,2.0,North Melbourne,2014-06-14,5861,-2.5,1.85,Adelaide,13,7:10PM
773,56.5,16.0,St Kilda,2014-06-15,5862,-56.5,1.02,Geelong,13,1:10PM
774,35.5,7.0,Western Bulldogs,2014-06-15,5863,-35.5,1.11,Collingwood,13,3:20PM
775,16.5,3.05,Melbourne,2014-06-15,5864,-16.5,1.4,Essendon,13,4:40PM
776,-28.5,1.19,Sydney,2014-06-20,5865,28.5,5.0,Richmond,14,7:50PM
777,45.5,8.5,Western Bulldogs,2014-06-21,5866,-45.5,1.07,Port Adelaide,14,1:15PM
778,19.5,3.2,Collingwood,2014-06-21,5867,-19.5,1.35,Hawthorn,14,2:10PM
779,-13.5,1.48,Geelong,2014-06-21,5868,13.5,2.65,Gold Coast,14,4:40PM
780,55.5,13.0,Brisbane,2014-06-21,5869,-55.5,1.03,Fremantle,14,5:40PM
781,-8.5,1.6,Adelaide,2014-06-21,5870,8.5,2.4,Essendon,14,7:40PM
782,-23.5,1.3,Carlton,2014-06-22,5871,23.5,3.65,GWS,14,1:10PM
783,-35.5,1.16,West Coast,2014-06-22,5872,35.5,5.5,St Kilda,14,3:20PM
784,-23.5,1.28,North Melbourne,2014-06-22,5873,23.5,3.8,Melbourne,14,4:40PM
785,18.5,3.2,Essendon,2014-06-27,5874,-18.5,1.37,Geelong,15,7:50PM
786,35.5,5.75,Gold Coast,2014-06-28,5875,-35.5,1.15,Hawthorn,15,1:45PM
787,-38.5,1.14,Richmond,2014-06-28,5876,38.5,6.0,St Kilda,15,2:10PM
788,25.5,4.5,West Coast,2014-06-28,5877,-25.5,1.22,Fremantle,15,2:40PM
789,49.5,10.0,GWS,2014-06-28,5878,-49.5,1.06,Sydney,15,7:40PM
790,-37.5,1.13,North Melbourne,2014-06-28,5879,37.5,6.15,Brisbane,15,7:40PM
791,4.5,2.1,Melbourne,2014-06-29,5880,-4.5,1.75,Western Bulldogs,15,1:10PM
792,-17.5,1.38,Port Adelaide,2014-06-29,5881,17.5,3.1,Adelaide,15,3:40PM
793,23.5,4.05,Carlton,2014-06-29,5882,-23.5,1.26,Collingwood,15,7:10PM
794,-25.5,1.26,Hawthorn,2014-07-04,5883,25.5,4.0,North Melbourne,16,7:50PM
795,43.5,6.75,Brisbane,2014-07-05,5884,-43.5,1.12,Richmond,16,1:45PM
796,-28.5,1.25,Adelaide,2014-07-05,5885,28.5,4.15,GWS,16,2:10PM
797,-1.5,1.9,Collingwood,2014-07-05,5886,-1.5,1.93,Gold Coast,16,4:40PM
798,-37.5,1.11,Fremantle,2014-07-05,5887,37.5,6.75,Melbourne,16,7:10PM
799,30.5,4.65,Essendon,2014-07-05,5888,-30.5,1.21,Port Adelaide,16,7:10PM
800,33.5,5.2,St Kilda,2014-07-06,5889,-33.5,1.18,Carlton,16,1:10PM
801,-16.5,1.38,Sydney,2014-07-06,5890,16.5,3.15,West Coast,16,1:20PM
802,36.5,6.0,Western Bulldogs,2014-07-06,5891,-36.5,1.14,Geelong,16,4:40PM
803,-5.5,1.72,Hawthorn,2014-07-11,5892,5.5,2.15,Adelaide,17,7:20PM
804,-35.5,1.12,Geelong,2014-07-12,5893,35.5,6.25,Melbourne,17,1:45PM
805,59.5,14.0,St Kilda,2014-07-12,5894,-59.5,1.02,North Melbourne,17,2:10PM
806,-8.5,1.62,Gold Coast,2014-07-12,5895,8.5,2.3,Western Bulldogs,17,4:40PM
807,-14.5,1.47,West Coast,2014-07-12,5896,14.5,2.7,Brisbane,17,7:40PM
808,37.5,6.5,Carlton,2014-07-12,5897,-37.5,1.12,Sydney,17,7:40PM
809,-12.5,1.5,Port Adelaide,2014-07-13,5898,12.5,2.6,Richmond,17,1:10PM
810,-12.5,1.52,Collingwood,2014-07-13,5899,12.5,2.55,Essendon,17,3:20PM
811,69.5,17.0,GWS,2014-07-13,5900,-69.5,1.01,Fremantle,17,2:40PM
812,-27.5,1.25,North Melbourne,2014-07-18,5901,27.5,4.0,Carlton,18,7:50PM
813,-56.5,1.03,Fremantle,2014-07-19,5902,56.5,12.0,St Kilda,18,4:40PM
814,-41.5,1.08,Geelong,2014-07-19,5903,41.5,8.0,GWS,18,7:40PM
815,43.5,8.5,Melbourne,2014-07-20,5904,-43.5,1.07,Port Adelaide,18,12:40PM
816,-18.5,1.38,Essendon,2014-07-20,5905,18.5,3.1,Western Bulldogs,18,4:40PM
817,10.5,2.45,Richmond,2014-07-25,5906,-10.5,1.56,West Coast,18,6:40PM
818,-12.5,1.5,Gold Coast,2014-07-26,5907,12.5,2.6,Brisbane,18,4:40PM
819,-2.5,1.83,Sydney,2014-07-26,5908,2.5,2.0,Hawthorn,18,7:40PM
820,2.5,2.0,Adelaide,2014-07-27,5909,-2.5,1.83,Collingwood,18,4:40PM
821,39.5,6.5,Carlton,2014-07-31,5910,-39.5,1.13,Fremantle,19,6:10PM
822,26.5,3.85,Essendon,2014-08-01,5911,-26.5,1.27,Sydney,19,7:50PM
823,31.5,4.6,West Coast,2014-08-02,5912,-31.5,1.2,Adelaide,19,1:10PM
824,45.5,8.5,GWS,2014-08-02,5913,-45.5,1.07,Richmond,19,4:40PM
825,19.5,3.15,St Kilda,2014-08-02,5914,-19.5,1.35,Gold Coast,19,7:40PM
826,-8.5,1.62,Geelong,2014-08-02,5915,8.5,2.3,North Melbourne,19,7:40PM
827,5.5,2.12,Brisbane,2014-08-03,5916,-5.5,1.72,Melbourne,19,1:10PM
828,38.5,6.25,Western Bulldogs,2014-08-03,5917,-38.5,1.12,Hawthorn,19,3:20PM
829,-6.5,1.68,Port Adelaide,2014-08-03,5918,6.5,2.2,Collingwood,19,4:40PM
830,-8.5,1.58,Essendon,2014-08-08,5919,8.5,2.4,Richmond,20,7:50PM
831,-34.5,1.14,North Melbourne,2014-08-09,5920,34.5,6.0,GWS,20,1:45PM
832,14.5,2.65,Gold Coast,2014-08-09,5921,-14.5,1.5,Carlton,20,2:10PM
833,56.5,14.0,Melbourne,2014-08-09,5922,-56.5,1.03,Hawthorn,20,4:40PM
834,-16.5,1.38,Sydney,2014-08-09,5923,16.5,3.15,Port Adelaide,20,7:10PM
835,14.5,2.95,Fremantle,2014-08-09,5924,-14.5,1.43,Geelong,20,7:40PM
836,-15.5,1.41,Adelaide,2014-08-10,5925,15.5,3.0,Brisbane,20,1:10PM
837,-22.5,1.35,Western Bulldogs,2014-08-10,5926,22.5,3.3,St Kilda,20,3:20PM
838,6.5,2.2,Collingwood,2014-08-10,5927,-6.5,1.7,West Coast,20,2:40PM
839,-12.5,1.5,Geelong,2014-08-15,5928,12.5,2.6,Carlton,21,7:50PM
840,67.5,17.0,St Kilda,2014-08-16,5929,-67.5,1.01,Sydney,21,1:45PM
841,-16.5,1.4,Port Adelaide,2014-08-16,5930,16.5,2.95,Gold Coast,21,2:10PM
842,9.5,2.45,West Coast,2014-08-16,5931,-9.5,1.57,Essendon,21,4:40PM
843,37.5,5.75,Brisbane,2014-08-16,5932,-37.5,1.14,Collingwood,21,7:40PM
