,awayline,awayodds,awayteam,date,gameID,homeline,homeodds,hometeam,round,time
276,-12.5,1.5,St Kilda,2012-04-14,5365,12.5,2.6,Western Bulldogs,3,7:40PM
277,-53.5,1.06,Essendon,2012-04-14,5366,53.5,9.5,Gold Coast,3,7:40PM
278,-97.5,1.01,West Coast,2012-04-15,5367,97.5,26.0,GWS,3,1:10PM
279,29.5,4.75,Adelaide,2012-04-15,5368,-29.5,1.2,Hawthorn,3,3:15PM
280,-27.5,1.21,Geelong,2012-04-15,5369,27.5,4.35,North Melbourne,3,4:40PM
281,16.5,2.85,Fremantle,2012-04-20,5370,-16.5,1.44,St Kilda,4,7:50PM
282,40.5,7.0,Essendon,2012-04-21,5371,-40.5,1.1,Carlton,4,1:45PM
283,28.5,4.3,Port Adelaide,2012-04-21,5372,-28.5,1.22,Collingwood,4,2:10PM
284,90.5,26.0,GWS,2012-04-21,5373,-90.5,1.01,Adelaide,4,4:10PM
285,20.5,3.2,Gold Coast,2012-04-21,5374,-20.5,1.35,Brisbane,4,7:40PM
286,6.5,2.2,Hawthorn,2012-04-21,5375,-6.5,1.68,West Coast,4,5:40PM
287,32.5,5.0,Richmond,2012-04-22,5376,-32.5,1.18,Geelong,4,1:10PM
288,-1.5,1.83,North Melbourne,2012-04-22,5377,1.5,1.97,Sydney,4,3:15PM
289,-19.5,1.4,Western Bulldogs,2012-04-22,5378,19.5,3.0,Melbourne,4,4:40PM
290,3.5,2.0,Essendon,2012-04-25,5379,-3.5,1.8,Collingwood,5,2:40PM
291,-7.5,1.62,Carlton,2012-04-27,5380,7.5,2.35,Fremantle,5,6:40PM
292,-62.5,1.05,Western Bulldogs,2012-04-28,5381,62.5,10.0,GWS,5,2:10PM
293,84.5,15.0,Gold Coast,2012-04-28,5382,-84.5,1.02,North Melbourne,5,4:40PM
294,-19.5,1.3,Geelong,2012-04-28,5383,19.5,3.55,Brisbane,5,7:40PM
295,-40.5,1.09,St Kilda,2012-04-28,5384,40.5,7.75,Melbourne,5,7:40PM
296,19.5,3.55,Sydney,2012-04-29,5385,-19.5,1.3,Hawthorn,5,1:10PM
297,-18.5,1.35,West Coast,2012-04-29,5386,18.5,3.25,Richmond,5,3:15PM
298,10.5,2.45,Port Adelaide,2012-04-29,5387,-10.5,1.55,Adelaide,5,4:10PM
299,-38.5,1.11,Collingwood,2012-05-04,5388,38.5,6.75,Western Bulldogs,6,7:50PM
300,35.5,6.5,Brisbane,2012-05-05,5389,-35.5,1.12,Essendon,6,1:40PM
301,54.5,12.0,Melbourne,2012-05-05,5390,-54.5,1.04,Geelong,6,1:45PM
302,-36.5,1.1,Fremantle,2012-05-05,5391,36.5,7.5,Gold Coast,6,4:40PM
303,24.5,3.9,Adelaide,2012-05-05,5392,-24.5,1.27,Sydney,6,7:40PM
304,-22.5,1.3,Hawthorn,2012-05-05,5393,22.5,3.65,St Kilda,6,7:40PM
305,85.5,26.0,GWS,2012-05-06,5394,-85.5,1.01,Carlton,6,1:10PM
306,-4.5,1.75,Richmond,2012-05-06,5395,4.5,2.1,Port Adelaide,6,2:45PM
307,23.5,3.8,North Melbourne,2012-05-06,5396,-23.5,1.28,West Coast,6,2:40PM
308,-51.5,1.03,Hawthorn,2012-05-11,5397,51.5,13.0,Melbourne,7,7:50PM
309,-24.5,1.27,Gold Coast,2012-05-12,5398,24.5,3.8,GWS,7,1:40PM
310,-7.5,1.67,Geelong,2012-05-12,5399,7.5,2.25,Adelaide,7,1:15PM
311,2.5,2.05,Sydney,2012-05-12,5400,-2.5,1.8,Richmond,7,4:40PM
312,-25.5,1.17,Collingwood,2012-05-12,5401,25.5,5.25,Brisbane,7,7:40PM
313,10.5,2.5,West Coast,2012-05-12,5402,-10.5,1.55,Essendon,7,7:40PM
314,18.5,3.2,Western Bulldogs,2012-05-13,5403,-18.5,1.35,North Melbourne,7,1:10PM
315,32.5,6.0,Port Adelaide,2012-05-13,5404,-32.5,1.14,Fremantle,7,2:40PM
316,-25.5,1.24,Carlton,2012-05-14,5405,25.5,4.05,St Kilda,7,7:40PM
317,5.5,2.15,Geelong,2012-05-18,5406,-5.5,1.7,Collingwood,8,7:50PM
318,-13.5,1.48,North Melbourne,2012-05-19,5407,13.5,2.65,Port Adelaide,8,1:15PM
319,29.5,4.9,Fremantle,2012-05-19,5408,-29.5,1.18,Hawthorn,8,2:10PM
320,41.5,8.0,Melbourne,2012-05-19,5409,-41.5,1.08,Sydney,8,4:40PM
321,36.5,6.0,Gold Coast,2012-05-19,5410,-36.5,1.14,Western Bulldogs,8,7:10PM
322,14.5,2.85,Richmond,2012-05-19,5411,-14.5,1.45,Essendon,8,7:45PM
323,35.5,5.75,GWS,2012-05-20,5412,-35.5,1.15,Brisbane,8,1:10PM
324,14.5,2.75,Adelaide,2012-05-20,5413,-14.5,1.45,Carlton,8,3:15PM
325,17.5,2.95,St Kilda,2012-05-20,5414,-17.5,1.4,West Coast,8,2:40PM
326,-29.5,1.16,Geelong,2012-05-25,5415,29.5,5.25,Western Bulldogs,9,7:50PM
327,-22.5,1.28,Hawthorn,2012-05-26,5416,22.5,3.65,Richmond,9,1:45PM
328,-13.5,1.55,Port Adelaide,2012-05-26,5417,13.5,2.5,Gold Coast,9,2:10PM
329,-2.5,1.8,Sydney,2012-05-26,5418,2.5,2.0,St Kilda,9,4:40PM
330,14.5,2.8,Collingwood,2012-05-26,5419,-14.5,1.45,Adelaide,9,7:10PM
331,-68.5,1.01,Essendon,2012-05-26,5420,68.5,26.0,GWS,9,7:40PM
332,26.5,4.15,Brisbane,2012-05-27,5421,-26.5,1.24,North Melbourne,9,1:10PM
333,49.5,9.5,Melbourne,2012-05-27,5422,-49.5,1.06,Carlton,9,3:15PM
334,18.5,3.05,Fremantle,2012-05-27,5423,-18.5,1.38,West Coast,9,2:40PM
335,2.5,2.0,Richmond,2012-06-01,5424,-2.5,1.8,St Kilda,10,7:50PM
336,80.5,17.0,GWS,2012-06-02,5425,-80.5,1.01,Geelong,10,1:45PM
337,25.5,4.0,North Melbourne,2012-06-02,5426,-25.5,1.25,Hawthorn,10,2:10PM
338,-9.5,1.58,Adelaide,2012-06-02,5427,9.5,2.4,Fremantle,10,2:40PM
339,-17.5,1.4,Carlton,2012-06-02,5428,17.5,3.0,Port Adelaide,10,7:10PM
340,55.5,12.0,Melbourne,2012-06-02,5429,-55.5,1.04,Essendon,10,7:40PM
341,-27.5,1.18,West Coast,2012-06-03,5430,27.5,4.9,Brisbane,10,1:10PM
342,21.5,3.95,Western Bulldogs,2012-06-03,5431,-21.5,1.26,Sydney,10,3:15PM
343,69.5,17.0,Gold Coast,2012-06-03,5432,-69.5,1.01,Collingwood,10,4:40PM
344,-14.5,1.45,Geelong,2012-06-08,5433,14.5,2.8,Carlton,11,7:50PM
345,31.5,4.6,Fremantle,2012-06-09,5434,-31.5,1.2,Richmond,11,2:10PM
346,-43.5,1.1,St Kilda,2012-06-09,5435,43.5,7.5,Gold Coast,11,4:40PM
347,12.5,2.65,Sydney,2012-06-09,5436,-12.5,1.5,Essendon,11,7:40PM
348,-26.5,1.25,Hawthorn,2012-06-10,5437,26.5,4.0,Port Adelaide,11,4:10PM
349,-46.5,1.08,Collingwood,2012-06-11,5438,46.5,8.25,Melbourne,11,3:15PM
350,22.5,3.7,Carlton,2012-06-14,5439,-22.5,1.3,West Coast,12,5:40PM
351,11.5,2.65,St Kilda,2012-06-15,5440,-11.5,1.5,Adelaide,12,8:10PM
352,-52.5,1.05,Richmond,2012-06-16,5441,52.5,11.0,GWS,12,2:10PM
353,-36.5,1.17,North Melbourne,2012-06-16,5442,36.5,5.25,Gold Coast,12,7:40PM
354,50.5,9.0,Brisbane,2012-06-17,5443,-50.5,1.07,Hawthorn,12,1:10PM
355,16.5,2.95,Port Adelaide,2012-06-17,5444,-16.5,1.43,Western Bulldogs,12,4:40PM
356,8.5,2.3,Geelong,2012-06-22,5445,-8.5,1.65,Sydney,13,7:50PM
357,18.5,3.05,Brisbane,2012-06-23,5446,-18.5,1.38,Western Bulldogs,13,2:10PM
358,16.5,3.15,West Coast,2012-06-23,5447,-16.5,1.38,Collingwood,13,4:40PM
359,-9.5,1.62,Essendon,2012-06-23,5448,9.5,2.35,Fremantle,13,5:40PM
360,26.5,3.85,GWS,2012-06-24,5449,-26.5,1.28,Melbourne,13,3:15PM
361,-19.5,1.35,Adelaide,2012-06-24,5450,19.5,3.3,North Melbourne,13,4:40PM
362,-23.5,1.3,Hawthorn,2012-06-29,5451,23.5,3.7,Carlton,14,7:50PM
363,38.5,7.5,Fremantle,2012-06-30,5452,-38.5,1.1,Collingwood,14,1:45PM
364,17.5,3.05,Richmond,2012-06-30,5453,-17.5,1.4,Adelaide,14,1:40PM
365,71.5,21.0,Gold Coast,2012-06-30,5454,-71.5,1.01,West Coast,14,2:40PM
366,69.5,21.0,GWS,2012-06-30,5455,-69.5,1.01,Sydney,14,7:40PM
367,29.5,4.95,Western Bulldogs,2012-06-30,5456,-29.5,1.18,Essendon,14,7:40PM
368,51.5,11.0,Port Adelaide,2012-07-01,5457,-51.5,1.04,Geelong,14,1:10PM
369,28.5,4.1,Melbourne,2012-07-01,5458,-28.5,1.25,Brisbane,14,3:15PM
370,19.5,3.1,North Melbourne,2012-07-01,5459,-19.5,1.37,St Kilda,14,4:40PM
371,28.5,4.9,Carlton,2012-07-06,5460,-28.5,1.19,Collingwood,15,7:50PM
372,-14.5,1.5,West Coast,2012-07-07,5461,14.5,2.65,North Melbourne,15,1:45PM
373,-31.5,1.24,Richmond,2012-07-07,5462,31.5,4.1,Melbourne,15,2:10PM
374,34.5,5.1,Brisbane,2012-07-07,5463,-34.5,1.17,Sydney,15,4:40PM
375,-26.5,1.25,Adelaide,2012-07-07,5464,26.5,4.1,Port Adelaide,15,7:10PM
376,-19.5,1.37,Essendon,2012-07-07,5465,19.5,3.2,St Kilda,15,7:40PM
377,92.5,21.0,GWS,2012-07-08,5466,-92.5,1.01,Hawthorn,15,1:10PM
378,-55.5,1.03,Geelong,2012-07-08,5467,55.5,14.0,Gold Coast,15,3:15PM
379,32.5,5.2,Western Bulldogs,2012-07-08,5468,-32.5,1.18,Fremantle,15,2:40PM
380,-4.5,1.72,Carlton,2012-07-13,5469,4.5,2.15,North Melbourne,16,7:50PM
381,-21.5,1.33,Fremantle,2012-07-14,5470,21.5,3.4,Melbourne,16,1:45PM
382,-13.5,1.47,Essendon,2012-07-14,5471,13.5,2.7,Port Adelaide,16,1:40PM
383,37.5,5.15,Gold Coast,2012-07-14,5472,-37.5,1.17,Richmond,16,4:40PM
384,-9.5,1.57,St Kilda,2012-07-14,5473,9.5,2.45,Brisbane,16,7:40PM
385,-12.5,1.48,Collingwood,2012-07-14,5474,12.5,2.75,Geelong,16,7:40PM
386,-70.5,1.02,Adelaide,2012-07-15,5475,70.5,17.0,GWS,16,1:10PM
387,-49.5,1.06,Hawthorn,2012-07-15,5476,49.5,10.0,Western Bulldogs,16,3:15PM
388,5.5,2.18,Sydney,2012-07-15,5477,-5.5,1.72,West Coast,16,2:40PM
389,-3.5,1.8,Essendon,2012-07-20,5478,3.5,2.05,Geelong,17,7:50PM
390,2.5,2.0,Hawthorn,2012-07-21,5479,-2.5,1.87,Collingwood,17,1:45PM
391,16.5,2.95,West Coast,2012-07-21,5480,-16.5,1.42,Adelaide,17,1:40PM
392,-26.5,1.28,Brisbane,2012-07-21,5481,26.5,3.8,Gold Coast,17,4:40PM
393,-7.5,1.67,Port Adelaide,2012-07-21,5482,7.5,2.25,Melbourne,17,7:10PM
394,-9.5,1.6,Carlton,2012-07-21,5483,9.5,2.4,Western Bulldogs,17,7:40PM
395,18.5,3.3,St Kilda,2012-07-22,5484,-18.5,1.35,Sydney,17,1:10PM
396,-3.5,1.8,North Melbourne,2012-07-22,5485,3.5,2.05,Richmond,17,3:15PM
397,94.5,26.0,GWS,2012-07-22,5486,-94.5,1.01,Fremantle,17,2:40PM
398,-36.5,1.14,Hawthorn,2012-07-27,5487,36.5,6.0,Essendon,18,7:50PM
399,8.5,2.35,Adelaide,2012-07-28,5488,-8.5,1.62,Geelong,18,1:45PM
400,44.5,8.0,Melbourne,2012-07-28,5489,-44.5,1.09,North Melbourne,18,2:10PM
401,-85.5,1.01,Collingwood,2012-07-28,5490,85.5,26.0,GWS,18,4:40PM
402,-50.5,1.05,Sydney,2012-07-28,5491,50.5,11.0,Gold Coast,18,7:40PM
403,-12.5,1.52,Richmond,2012-07-28,5492,12.5,2.6,Carlton,18,7:40PM
404,-12.5,1.47,Fremantle,2012-07-29,5493,12.5,2.75,Port Adelaide,18,12:40PM
405,36.5,6.0,Western Bulldogs,2012-07-29,5494,-36.5,1.14,St Kilda,18,3:15PM
406,37.5,6.0,Brisbane,2012-07-29,5495,-37.5,1.14,West Coast,18,2:40PM
407,26.5,3.8,Geelong,2012-08-03,5496,-26.5,1.28,Hawthorn,19,7:50PM
408,-50.5,1.07,North Melbourne,2012-08-04,5497,50.5,9.5,Western Bulldogs,19,1:45PM
409,-45.5,1.13,Port Adelaide,2012-08-04,5498,45.5,6.25,GWS,19,2:10PM
410,-15.5,1.5,West Coast,2012-08-04,5499,15.5,2.65,Fremantle,19,2:40PM
411,-7.5,1.65,Richmond,2012-08-04,5500,7.5,2.3,Brisbane,19,7:40PM
412,17.5,3.15,St Kilda,2012-08-04,5501,-17.5,1.38,Collingwood,19,7:40PM
413,21.5,3.4,Gold Coast,2012-08-05,5502,-21.5,1.33,Melbourne,19,1:10PM
414,-16.5,1.4,Sydney,2012-08-05,5503,16.5,3.05,Carlton,19,3:15PM
415,38.5,6.4,Essendon,2012-08-05,5504,-38.5,1.12,Adelaide,19,4:10PM
416,6.5,2.22,Geelong,2012-08-10,5505,-6.5,1.7,West Coast,20,6:40PM
417,50.5,11.0,Melbourne,2012-08-11,5506,-50.5,1.05,St Kilda,20,1:45PM
418,18.5,3.15,Fremantle,2012-08-11,5507,-18.5,1.38,Adelaide,20,1:40PM
419,20.5,3.15,GWS,2012-08-11,5508,-20.5,1.38,Gold Coast,20,4:40PM
420,32.5,5.0,Brisbane,2012-08-11,5509,-32.5,1.19,Carlton,20,7:40PM
421,10.5,2.4,Collingwood,2012-08-11,5510,-10.5,1.6,Sydney,20,7:40PM
422,75.5,16.0,Port Adelaide,2012-08-12,5511,-75.5,1.02,Hawthorn,20,1:10PM
423,39.5,6.0,Western Bulldogs,2012-08-12,5512,-39.5,1.14,Richmond,20,3:15PM
424,-6.5,1.7,North Melbourne,2012-08-12,5513,6.5,2.2,Essendon,20,4:40PM
425,18.5,3.7,St Kilda,2012-08-17,5514,-18.5,1.3,Geelong,21,7:50PM
426,-3.5,1.8,Carlton,2012-08-18,5515,3.5,2.05,Essendon,21,1:45PM
427,-34.5,1.18,Melbourne,2012-08-18,5516,34.5,5.0,GWS,21,2:10PM
428,16.5,3.15,Richmond,2012-08-18,5517,-16.5,1.37,Fremantle,21,2:40PM
429,-29.5,1.2,Adelaide,2012-08-18,5518,29.5,4.8,Brisbane,21,7:40PM
430,21.5,3.8,North Melbourne,2012-08-18,5519,-21.5,1.28,Collingwood,21,7:40PM
431,-37.5,1.13,West Coast,2012-08-19,5520,37.5,6.4,Port Adelaide,21,12:40PM
432,-47.5,1.06,Sydney,2012-08-19,5521,47.5,10.0,Western Bulldogs,21,3:15PM
433,100.5,26.0,Gold Coast,2012-08-19,5522,-100.5,1.01,Hawthorn,21,4:40PM
434,9.5,2.4,Essendon,2012-08-24,5523,-9.5,1.62,Richmond,22,7:50PM
435,80.5,15.0,GWS,2012-08-25,5524,-80.5,1.02,St Kilda,22,1:45PM
436,-8.5,1.62,Brisbane,2012-08-25,5525,8.5,2.35,Port Adelaide,22,1:40PM
437,-2.5,1.85,Hawthorn,2012-08-25,5526,2.5,2.0,Sydney,22,4:40PM
438,-68.5,1.02,Carlton,2012-08-25,5527,68.5,15.0,Gold Coast,22,7:40PM
439,5.5,2.22,Collingwood,2012-08-25,5528,-5.5,1.68,West Coast,22,5:40PM
440,70.5,15.0,Western Bulldogs,2012-08-26,5529,-70.5,1.02,Geelong,22,1:10PM
441,25.5,4.05,Fremantle,2012-08-26,5530,-25.5,1.25,North Melbourne,22,3:15PM
442,-38.5,1.11,Adelaide,2012-08-26,5531,38.5,6.75,Melbourne,22,4:40PM
443,-38.5,1.15,Collingwood,2012-09-01,5532,38.5,5.75,Essendon,23,7:40PM
444,66.5,21.0,Gold Coast,2012-09-01,5533,-66.5,1.01,Adelaide,23,1:40PM
445,-3.5,1.97,St Kilda,2012-09-02,5534,-5.5,1.87,Carlton,23,1:10PM
446,34.5,5.3,Western Bulldogs,2012-09-02,5535,-34.5,1.17,Brisbane,23,4:40PM
447,27.5,4.25,West Coast,2012-08-31,5536,-27.5,1.24,Hawthorn,23,7:50PM
448,8.5,2.35,Sydney,2012-09-01,5537,-8.5,1.62,Geelong,23,1:45PM
449,46.5,8.5,Port Adelaide,2012-09-02,5538,-46.5,1.08,Richmond,23,3:15PM
450,50.5,10.0,Melbourne,2012-09-01,5539,-50.5,1.06,Fremantle,23,5:40PM
451,-82.5,1.01,North Melbourne,2012-09-01,5540,82.5,21.0,GWS,23,4:40PM
452,22.5,3.6,Collingwood,2012-09-07,5541,-22.5,1.3,Hawthorn,Final,7:50PM
453,9.5,2.45,Sydney,2012-09-08,5542,-9.5,1.58,Adelaide,Final,2:45PM
454,22.5,3.85,Fremantle,2012-09-08,5543,-22.5,1.28,Geelong,Final,7:45PM
455,29.5,5.0,North Melbourne,2012-09-09,5544,-29.5,1.19,West Coast,Final,1:15PM
456,9.5,2.28,Fremantle,2012-09-14,5545,-9.5,1.65,Adelaide,Final,8:10PM
457,-4.5,1.88,West Coast,2012-09-15,5546,-2.5,1.96,Collingwood,Final,7:45PM
458,10.5,2.7,Collingwood,2012-09-21,5547,-10.5,1.48,Sydney,Final,7:50PM
459,37.5,5.75,Adelaide,2012-09-22,5548,-37.5,1.16,Hawthorn,Final,5:15PM
460,11.5,2.55,Sydney,2012-09-29,5549,-11.5,1.55,Hawthorn,Final,2:30PM
461,13.5,2.6,Essendon,2013-03-22,5550,-13.5,1.5,Adelaide,1,8:10PM
462,3.5,2.08,West Coast,2013-03-23,5551,-3.5,1.78,Fremantle,1,4:40PM
463,-3.5,1.9,Richmond,2013-03-28,5552,-3.5,1.94,Carlton,1,7:40PM
464,-26.5,1.22,Brisbane,2013-03-30,5553,26.5,4.4,Western Bulldogs,1,1:40PM
465,-54.5,1.04,Sydney,2013-03-30,5554,54.5,12.0,GWS,1,4:40PM
466,-20.5,1.35,St Kilda,2013-03-30,5555,20.5,3.25,Gold Coast,1,6:40PM
467,2.5,2.0,Port Adelaide,2013-03-31,5556,-2.5,1.83,Melbourne,1,1:10PM
468,-7.5,1.65,Collingwood,2013-03-31,5557,7.5,2.3,North Melbourne,1,4:40PM
469,7.5,2.35,Geelong,2013-04-01,5558,-7.5,1.62,Hawthorn,1,3:15PM
470,-18.5,1.38,Richmond,2013-04-05,5559,18.5,3.05,St Kilda,2,7:50PM
471,42.5,8.25,Gold Coast,2013-04-06,5560,-42.5,1.08,Sydney,2,1:45PM
472,-20.5,1.35,Fremantle,2013-04-06,5561,20.5,3.25,Western Bulldogs,2,2:10PM
473,-3.5,1.82,Adelaide,2013-04-06,5562,3.5,2.02,Brisbane,2,3:40PM
474,37.5,6.0,GWS,2013-04-06,5563,-37.5,1.14,Port Adelaide,2,7:10PM
475,43.5,8.25,Melbourne,2013-04-06,5564,-43.5,1.08,Essendon,2,7:40PM
476,15.5,2.86,North Melbourne,2013-04-07,5565,-15.5,1.44,Geelong,2,1:10PM
477,15.5,2.85,Carlton,2013-04-07,5566,-15.5,1.44,Collingwood,2,3:15PM
478,-2.5,1.84,Hawthorn,2013-04-07,5567,2.5,2.0,West Coast,2,2:40PM
479,15.5,3.0,Essendon,2013-04-12,5568,-15.5,1.4,Fremantle,3,6:40PM
480,-5.5,1.72,Sydney,2013-04-13,5569,5.5,2.17,North Melbourne,3,1:45PM
481,-62.5,1.04,West Coast,2013-04-13,5570,62.5,12.0,Melbourne,3,2:10PM
482,-34.5,1.19,St Kilda,2013-04-13,5571,34.5,5.0,GWS,3,4:40PM
483,-13.5,1.5,Brisbane,2013-04-13,5572,13.5,2.65,Gold Coast,3,7:40PM
484,12.5,2.6,Carlton,2013-04-13,5573,-12.5,1.52,Geelong,3,7:40PM
485,27.5,4.0,Western Bulldogs,2013-04-14,5574,-27.5,1.26,Richmond,3,1:10PM
486,-9.5,1.58,Hawthorn,2013-04-14,5575,9.5,2.45,Collingwood,3,3:15PM
487,-15.5,1.45,Adelaide,2013-04-14,5576,15.5,2.8,Port Adelaide,3,4:10PM
488,8.5,2.45,Geelong,2013-04-19,5577,-8.5,1.58,Sydney,4,7:50PM
489,34.5,5.7,Fremantle,2013-04-20,5578,-34.5,1.15,Hawthorn,4,1:45PM
490,-1.5,1.91,Collingwood,2013-04-20,5579,-1.5,1.91,Richmond,4,2:10PM
491,-12.5,1.53,Essendon,2013-04-20,5580,12.5,2.55,St Kilda,4,4:40PM
492,17.5,2.9,Carlton,2013-04-20,5581,-17.5,1.44,West Coast,4,5:40PM
493,-17.5,1.4,Port Adelaide,2013-04-20,5582,17.5,3.05,Gold Coast,4,7:40PM
494,14.5,2.65,GWS,2013-04-21,5583,-14.5,1.48,Melbourne,4,1:10PM
495,40.5,6.75,Western Bulldogs,2013-04-21,5584,-40.5,1.11,Adelaide,4,2:45PM
496,23.5,3.65,Brisbane,2013-04-21,5585,-23.5,1.28,North Melbourne,4,4:40PM
497,-7.5,1.67,Collingwood,2013-04-25,5586,7.5,2.25,Essendon,5,2:40PM
498,-28.5,1.17,Sydney,2013-04-25,5587,28.5,5.35,St Kilda,5,5:40PM
499,17.5,3.05,Richmond,2013-04-26,5588,-17.5,1.4,Fremantle,5,6:40PM
500,-19.5,1.31,Gold Coast,2013-04-27,5589,19.5,3.6,GWS,5,1:40PM
501,15.5,3.0,Adelaide,2013-04-27,5590,-15.5,1.4,Carlton,5,4:40PM
502,-2.5,1.85,West Coast,2013-04-27,5591,2.5,2.0,Port Adelaide,5,7:10PM
503,-65.5,1.01,Geelong,2013-04-27,5592,65.5,19.0,Western Bulldogs,5,7:40PM
504,33.5,4.65,Melbourne,2013-04-28,5593,-33.5,1.21,Brisbane,5,3:15PM
505,32.5,5.5,North Melbourne,2013-04-28,5594,-32.5,1.16,Hawthorn,5,4:40PM
506,23.5,4.2,St Kilda,2013-05-03,5595,-23.5,1.24,Collingwood,6,7:50PM
507,92.5,21.0,GWS,2013-05-04,5596,-92.5,1.01,Essendon,6,1:45PM
508,16.5,3.17,Port Adelaide,2013-05-04,5597,-16.5,1.37,North Melbourne,6,2:10PM
509,-24.5,1.2,Hawthorn,2013-05-04,5598,24.5,4.85,Adelaide,6,4:10PM
510,-13.5,1.46,Fremantle,2013-05-04,5599,13.5,2.75,Gold Coast,6,7:40PM
511,-16.5,1.4,Geelong,2013-05-04,5600,16.5,3.05,Richmond,6,7:40PM
512,43.5,11.0,Brisbane,2013-05-05,5601,-43.5,1.05,Sydney,6,1:10PM
513,66.5,16.0,Melbourne,2013-05-05,5602,-66.5,1.02,Carlton,6,3:15PM
514,56.5,14.0,Western Bulldogs,2013-05-05,5603,-56.5,1.03,West Coast,6,2:40PM
515,7.5,2.25,Essendon,2013-05-10,5604,-7.5,1.68,Geelong,7,7:50PM
516,10.5,2.45,Richmond,2013-05-11,5605,-10.5,1.58,Port Adelaide,7,1:15PM
517,-23.5,1.22,West Coast,2013-05-11,5606,23.5,4.45,Brisbane,7,2:10PM
518,-37.5,1.08,North Melbourne,2013-05-11,5607,37.5,8.5,Western Bulldogs,7,4:40PM
519,-9.5,1.58,Collingwood,2013-05-11,5608,9.5,2.45,Fremantle,7,5:40PM
520,14.5,2.8,Sydney,2013-05-11,5609,-14.5,1.46,Hawthorn,7,7:40PM
521,-49.5,1.05,Adelaide,2013-05-12,5610,49.5,11.0,GWS,7,1:10PM
522,-5.5,1.72,Gold Coast,2013-05-12,5611,5.5,2.18,Melbourne,7,4:40PM
523,-24.5,1.24,Carlton,2013-05-13,5612,24.5,4.25,St Kilda,7,7:40PM
524,18.5,3.05,North Melbourne,2013-05-17,5613,-18.5,1.4,West Coast,8,6:40PM
525,50.5,12.0,Brisbane,2013-05-18,5614,-50.5,1.04,Essendon,8,1:45PM
526,102.5,21.0,GWS,2013-05-18,5615,-102.5,1.01,Hawthorn,8,2:10PM
527,9.5,2.3,Western Bulldogs,2013-05-18,5616,-9.5,1.65,Gold Coast,8,4:40PM
528,18.5,3.25,Fremantle,2013-05-18,5617,-18.5,1.36,Sydney,8,7:40PM
529,-20.5,1.36,Geelong,2013-05-18,5618,20.5,3.25,Collingwood,8,7:40PM
530,17.5,3.0,Port Adelaide,2013-05-19,5619,-17.5,1.41,Carlton,8,1:10PM
531,71.5,13.5,Melbourne,2013-05-19,5620,-71.5,1.03,Richmond,8,3:15PM
532,21.5,3.4,St Kilda,2013-05-19,5621,-21.5,1.34,Adelaide,8,4:10PM
533,7.5,2.3,Sydney,2013-05-24,5622,-7.5,1.65,Collingwood,9,7:50PM
534,-26.5,1.18,Geelong,2013-05-25,5623,26.5,5.15,Port Adelaide,9,1:15PM
535,-67.5,1.05,West Coast,2013-05-25,5624,67.5,11.0,GWS,9,2:10PM
536,31.5,4.5,Western Bulldogs,2013-05-25,5625,-31.5,1.2,St Kilda,9,4:40PM
537,-15.5,1.43,Carlton,2013-05-25,5626,15.5,2.9,Brisbane,9,7:40PM
538,-3.5,1.78,Essendon,2013-05-25,5627,3.5,2.08,Richmond,9,7:45PM
539,64.5,15.0,Gold Coast,2013-05-26,5628,-64.5,1.02,Hawthorn,9,1:10PM
540,14.5,2.8,Adelaide,2013-05-26,5629,-14.5,1.46,North Melbourne,9,3:15PM
541,62.5,15.0,Melbourne,2013-05-26,5630,-62.5,1.02,Fremantle,9,2:40PM
542,-28.5,1.2,Collingwood,2013-05-31,5631,28.5,4.75,Brisbane,10,7:50PM
543,80.5,21.0,GWS,2013-06-01,5632,-80.5,1.01,Carlton,10,1:45PM
544,2.5,2.0,Fremantle,2013-06-01,5633,-2.5,1.85,Adelaide,10,1:40PM
545,10.5,2.5,Essendon,2013-06-01,5634,-10.5,1.56,Sydney,10,4:40PM
546,-14.5,1.46,Port Adelaide,2013-06-01,5635,14.5,2.8,Western Bulldogs,10,7:10PM
547,52.5,14.0,Gold Coast,2013-06-01,5636,-52.5,1.03,Geelong,10,7:40PM
548,-88.5,1.01,Hawthorn,2013-06-02,5637,88.5,18.0,Melbourne,10,3:15PM
549,29.5,4.75,St Kilda,2013-06-02,5638,-29.5,1.2,North Melbourne,10,4:40PM
550,23.5,4.0,Richmond,2013-06-03,5639,-23.5,1.26,West Coast,10,5:40PM
551,2.5,2.02,Carlton,2013-06-07,5640,-2.5,1.83,Essendon,11,7:50PM
552,-83.5,1.01,Geelong,2013-06-08,5641,83.5,21.0,GWS,11,1:40PM
553,-9.5,1.5,Sydney,2013-06-08,5642,9.5,2.65,Adelaide,11,4:10PM
554,-19.5,1.31,North Melbourne,2013-06-08,5643,19.5,3.6,Gold Coast,11,7:40PM
555,-15.5,1.46,West Coast,2013-06-09,5644,15.5,2.8,St Kilda,11,4:40PM
556,-70.5,1.03,Collingwood,2013-06-10,5645,70.5,14.0,Melbourne,11,3:15PM
557,-25.5,1.24,Hawthorn,2013-06-14,5646,25.5,4.25,Carlton,12,7:50PM
558,17.5,3.15,Adelaide,2013-06-15,5647,-17.5,1.38,Richmond,12,1:40PM
559,46.5,9.25,Brisbane,2013-06-15,5648,-46.5,1.07,Fremantle,12,2:40PM
